NTA Experiment Summary File,,,,,
Created with NTA 3.2 Dev Build 3.2.16,,,,,
,,,,,
[Experiment Details],,,,,
Software Version,NTA 3.2 Dev Build 3.2.16,,,,
Experiment Name,20190222 ATCC10231 C3 1 in 750 2019-02-22 15-41-03.nano,,,,
Sample Name,ATCC10231 C3 1 in 750,,,,
Operator Name,Charlotte,,,,
Time Captured,22/02/2019 15:41,,,,
Pre-treatment,,,,,
Diluent,0.22 um filtered PBS,,,,
Remarks,,,,,
,,,,,
Filename:,20190222 ATCC10231 C3 1 in 750 2019-02-22 15-41-41,20190222 ATCC10231 C3 1 in 750 2019-02-22 15-42-48,20190222 ATCC10231 C3 1 in 750 2019-02-22 15-43-54,,
,,,,,
[Conditions],,,,,
Temperature/C,25.027,25.016,24.997,,
Viscosity/cP,0.888146,0.888368,0.888753,,
Camera Type,sCMOS,sCMOS,sCMOS,,
Laser Type,Blue405,Blue405,Blue405,,
Camera Level,11,11,11,,
Slider Shutter,890,890,890,,
Slider Gain,146,146,146,,
Shutter/ms,22.25,22.25,22.25,,
Camera Histogram Upper Limit,16380,16380,16380,,
Camera Histogram Lower Limit,0,0,0,,
Frame rate/fps,24.9825,24.9825,24.9825,,
Syringe Pump Speed/AU,70,70,70,,
,,,,,
[Settings],,,,,
Detection Threshold,6,6,6,,
Max Jump Mode,Auto,Auto,Auto,,
Max Jump Distance,10.7786,11.532,12.4727,,
Blur,Auto,Auto,Auto,,
Min Track Length,Auto,Auto,Auto,,
First frame,0,0,0,,
Total frames analysed,1498,1498,1498,,
,,,,,
[Exclusion Regions],,,,,
No Exclusion Regions Used,,,,,
,,,,,
[Results],,,,Average,Standard Error
Dilution factor (concentrations adjusted for this factor),Not recorded,Not recorded,Not recorded,,
Concentration (Particles / ml),5.74E+08,6.63E+08,6.68E+08,6.35E+08,3.04E+07
Concentration Upgrade?,Yes,Yes,Yes,,
Particles per frame,26.3,27,27.2,26.9,0.3
Centres per frame,28.2,28.6,28.4,28.4,0.1
Completed tracks,3690,3745,3766,,
X-Drift (pix/frame),6,6.2,6.2,,
Y-Drift (pix/frame),0,0,0,,
,,,,,
[Concentration Warnings],,,,,
Validity of concentration measurement,OK,OK,OK,,
Completed Tracks,OK,OK,OK,,
Particles per frame,OK,OK,OK,,
Noise level,No,No,No,,
Brightness,OK,OK,OK,,
Detection Threshold,OK,OK,OK,,
Camera Histogram Lower Limit,OK,OK,OK,,
,,,,,
[Information],,,,,
Completed Tracks,OK,OK,OK,,
Concentration,OK,OK,OK,,
Video length,OK,OK,OK,,
Noise level,No,No,No,,
Vibration detected,No,No,No,,
Vibration correction applied,No,No,No,,
Settings changed?,No,No,No,,
Errors (1),,,,,
Errors (2),,,,,
,,,,,
[Data Included],,,,,
Size distribution - Number weighting - With Percentiles,,,,,
,,,,,
[Size Data],,,,,
Analysis Method,FTLA,,,,
Weighting,Number,,,,
Filename,ATCC10231_03_750_01,ATCC10231_03_750_02,ATCC10231_03_750_03,Average,Standard Error
Mean,236.3,212.7,204.8,217.9,9.5
Mode,132.3,147.3,140.9,140.2,4.3
SD,115.9,110.7,103.3,110,3.7
D10,128.5,116.7,109.2,118.1,5.6
D50,197.3,171.7,172,180.3,8.5
D90,389.8,353.1,320.4,354.4,20
