NTA Experiment Summary File,,,,,
Created with NTA 3.2 Dev Build 3.2.16,,,,,
,,,,,
[Experiment Details],,,,,
Software Version,NTA 3.2 Dev Build 3.2.16,,,,
Experiment Name,20190221 bb7 1 in 6000 2019-02-21 14-20-46.nano,,,,
Sample Name,Biofilm C7 1 in 6000,,,,
Operator Name,Charlotte,,,,
Time Captured,21/02/2019 14:20,,,,
Pre-treatment,,,,,
Diluent,0.22um filtered PBS,,,,
Remarks,,,,,
,,,,,
Filename:,20190221 bb7 1 in 6000 2019-02-21 14-21-16,20190221 bb7 1 in 6000 2019-02-21 14-22-23,20190221 bb7 1 in 6000 2019-02-21 14-23-30,,
,,,,,
[Conditions],,,,,
Temperature/C,24.996,24.986,24.994,,
Viscosity/cP,0.888773,0.888976,0.888814,,
Camera Type,sCMOS,sCMOS,sCMOS,,
Laser Type,Blue405,Blue405,Blue405,,
Camera Level,11,11,11,,
Slider Shutter,890,890,890,,
Slider Gain,146,146,146,,
Shutter/ms,22.25,22.25,22.25,,
Camera Histogram Upper Limit,16380,16380,16380,,
Camera Histogram Lower Limit,0,0,0,,
Frame rate/fps,24.9825,24.9825,24.9825,,
Syringe Pump Speed/AU,70,70,70,,
,,,,,
[Settings],,,,,
Detection Threshold,6,6,6,,
Max Jump Mode,Auto,Auto,Auto,,
Max Jump Distance,14.6998,14.6901,14.0205,,
Blur,Auto,Auto,Auto,,
Min Track Length,Auto,Auto,Auto,,
First frame,0,0,0,,
Total frames analysed,1498,1498,1498,,
,,,,,
[Exclusion Regions],,,,,
No Exclusion Regions Used,,,,,
,,,,,
[Results],,,,Average,Standard Error
Dilution factor (concentrations adjusted for this factor),Not recorded,Not recorded,Not recorded,,
Concentration (Particles / ml),1.45E+09,1.28E+09,1.24E+09,1.32E+09,6.61E+07
Concentration Upgrade?,Yes,Yes,Yes,,
Particles per frame,44.6,41.2,40.5,42.1,1.3
Centres per frame,46,42.4,41.8,43.4,1.3
Completed tracks,7527,6635,6418,,
X-Drift (pix/frame),6.8,6.7,6.8,,
Y-Drift (pix/frame),-0.1,0,0,,
,,,,,
[Concentration Warnings],,,,,
Validity of concentration measurement,OK,OK,OK,,
Completed Tracks,OK,OK,OK,,
Particles per frame,OK,OK,OK,,
Noise level,No,No,No,,
Brightness,OK,OK,OK,,
Detection Threshold,OK,OK,OK,,
Camera Histogram Lower Limit,OK,OK,OK,,
,,,,,
[Information],,,,,
Completed Tracks,OK,OK,OK,,
Concentration,OK,OK,OK,,
Video length,OK,OK,OK,,
Noise level,No,No,No,,
Vibration detected,No,No,No,,
Vibration correction applied,No,No,No,,
Settings changed?,No,No,No,,
Errors (1),,,,,
Errors (2),,,,,
,,,,,
[Data Included],,,,,
Size distribution - Number weighting - With Percentiles,,,,,
,,,,,
[Size Data],,,,,
Analysis Method,FTLA,,,,
Weighting,Number,,,,
Filename,Biofilm_05_6000_01,Biofilm_05_6000_02,Biofilm_05_6000_03,Average,Standard Error
Mean,118.4,120.6,123.6,120.9,1.5
Mode,98.4,96.4,97.6,97.5,0.6
SD,44.3,47.4,50.4,47.4,1.7
D10,89.8,89.2,90.1,89.7,0.3
D50,103.4,105.6,108.7,105.9,1.5
D90,171.3,165.1,177.3,171.2,3.5
Valid Tracks,2821,2545,2481,,
Graph Data,,,,,
Bin centre (nm), Concentration (particles / ml),Concentration (particles / ml),Concentration (particles / ml),Concentration average,Standard Error
0.5,0,0,0,0,0
1.5,0,0,0,0,0
2.5,0,0,0,0,0
3.5,0,0,0,0,0
4.5,0,0,0,0,0
5.5,0,0,0,0,0
6.5,0,0,0,0,0
7.5,0,0,0,0,0
8.5,0,0,0,0,0
9.5,0,0,0,0,0
10.5,0,0,0,0,0
11.5,0,0,0,0,0
12.5,0,0,0,0,0
13.5,0,0,0,0,0
14.5,0,0,0,0,0
15.5,0,0,0,0,0
16.5,0,0,0,0,0
17.5,0,0,0,0,0
18.5,0,0,0,0,0
19.5,0,0,0,0,0
20.5,0,0,0,0,0
21.5,0,0,0,0,0
22.5,0,0,0,0,0
23.5,0,0,0,0,0
24.5,0,0,0,0,0
25.5,0,0,0,0,0
26.5,0,0,0,0,0
27.5,0,0,0,0,0
28.5,0,0,0,0,0
29.5,0,0,0,0,0
30.5,0,0,0,0,0
31.5,0,0,0,0,0
32.5,0,0,0,0,0
33.5,0,0,0,0,0
34.5,0,0,0,0,0
35.5,0,0,0,0,0
36.5,0,0,0,0,0
37.5,0,0,0,0,0
38.5,0,0,0,0,0
39.5,0,0,0,0,0
40.5,0,0,0,0,0
41.5,0,0,0,0,0
42.5,0,0,0,0,0
43.5,0,0,0,0,0
44.5,0,0,0,0,0
45.5,0,0,0,0,0
46.5,0,0,0,0,0
47.5,0,0,0,0,0
48.5,0,0,0,0,0
49.5,0,0,0,0,0
50.5,0,0,0,0,0
51.5,0,0,0,0,0
52.5,0,0,0,0,0
53.5,0,0,0,0,0
54.5,0,0,0,0,0
55.5,0,0,0,0,0
56.5,0,0,0,0,0
57.5,0,0,0,0,0
58.5,0,0,0,0,0
59.5,0,0,0,0,0
60.5,0,0,0,0,0
61.5,0,0,0,0,0
62.5,0,0,1,0,0
63.5,0,0,5,2,2
64.5,1,2,19,7,6
65.5,5,7,65,26,20
66.5,18,26,203,83,60
67.5,63,89,589,247,171
68.5,204,282,1587,691,449
69.5,611,832,3992,1812,1092
70.5,1714,2291,9388,4464,2467
71.5,4494,5910,20704,10369,5184
72.5,11047,14325,42965,22779,10137
73.5,25518,32709,84178,47468,18472
74.5,55532,70506,156255,94098,31378
75.5,114142,143774,275771,177896,49680
76.5,222178,277858,464339,321458,73226
77.5,410626,509799,748411,556278,100241
78.5,722421,889446,1158335,923400,126978
79.5,1212842,1478036,1726617,1472498,148340
80.5,1947645,2343175,2485429,2258750,160882
81.5,2998325,3549909,3463500,3337244,171286
82.5,4434375,5148774,4682633,4755261,209402
83.5,6313186,7163087,6154178,6543484,313184
84.5,8669004,9578577,7875833,8707805,491923
85.5,11502970,12338458,9829243,11223557,737698
86.5,14776466,15345825,11978794,14033695,1040513
87.5,18409560,18473409,14272018,17051662,1389944
88.5,22285426,21578697,16641792,20168638,1775185
89.5,26260334,24521120,19010363,23263939,2185246
90.5,30177639,27177751,21294888,26216759,2608860
91.5,33883311,29454731,23413941,28917328,3034168
92.5,37240426,31293020,25294188,31275878,3448592
93.5,40140390,32668573,26876371,33228445,3839212
94.5,42509575,33588101,28119795,34739157,4193651
95.5,44311068,34082167,29004763,35799333,4501194
96.5,45542108,34197324,29532732,36424055,4753727
97.5,46228413,33988661,29724356,36647143,4946265
98.5,46416788,33513629,29615854,36515424,5076939
99.5,46167335,32827511,29254391,36083079,5146551
100.5,45546273,31980513,28693165,35406650,5157862
101.5,44620013,31016278,27986819,34541036,5114806
102.5,43450764,29971453,27187641,33536619,5021789
103.5,42093684,28875986,26342764,32437478,4883170
104.5,40595398,27753835,25492424,31280552,4702952
105.5,38993616,26623872,24669144,30095544,4484678
106.5,37317580,25500801,23897668,28905350,4231498
107.5,35589066,24395998,23195385,27726816,3946374
108.5,33823721,23318210,22573045,26571659,3632406
109.5,32032571,22274112,22035575,25447419,3293296
110.5,30223540,21268707,21582882,24358376,2933984
111.5,28402895,20305613,21210550,23306353,2561626
112.5,26576517,19387249,20910427,22291398,2187213
113.5,24750924,18514956,20671101,21312327,1828497
114.5,22934002,17689076,20478311,20367130,1515100
