NTA Experiment Summary File,,,,,
Created with NTA 3.2 Dev Build 3.2.16,,,,,
,,,,,
[Experiment Details],,,,,
Software Version,NTA 3.2 Dev Build 3.2.16,,,,
Experiment Name,20190221 day286 c7 1 in 1500 2019-02-21 15-21-54.nano,,,,
Sample Name,DAY286 C7 1 in 1500,,,,
Operator Name,Charlotte,,,,
Time Captured,21/02/2019 15:21,,,,
Pre-treatment,,,,,
Diluent,0.22um filtered PBS,,,,
Remarks,,,,,
,,,,,
Filename:,20190221 day286 c7 1 in 1500 2019-02-21 15-22-29,20190221 day286 c7 1 in 1500 2019-02-21 15-23-37,20190221 day286 c7 1 in 1500 2019-02-21 15-24-44,,
,,,,,
[Conditions],,,,,
Temperature/C,25.025,25.012,25.022,,
Viscosity/cP,0.888186,0.888449,0.888247,,
Camera Type,sCMOS,sCMOS,sCMOS,,
Laser Type,Blue405,Blue405,Blue405,,
Camera Level,11,11,11,,
Slider Shutter,890,890,890,,
Slider Gain,146,146,146,,
Shutter/ms,22.25,22.25,22.25,,
Camera Histogram Upper Limit,16380,16380,16380,,
Camera Histogram Lower Limit,0,0,0,,
Frame rate/fps,24.9825,24.9825,24.9825,,
Syringe Pump Speed/AU,70,70,70,,
,,,,,
[Settings],,,,,
Detection Threshold,6,6,6,,
Max Jump Mode,Auto,Auto,Auto,,
Max Jump Distance,13.1259,14.1148,12.4151,,
Blur,Auto,Auto,Auto,,
Min Track Length,Auto,Auto,Auto,,
First frame,0,0,0,,
Total frames analysed,1498,1498,1498,,
,,,,,
[Exclusion Regions],,,,,
No Exclusion Regions Used,,,,,
,,,,,
[Results],,,,Average,Standard Error
Dilution factor (concentrations adjusted for this factor),Not recorded,Not recorded,Not recorded,,
Concentration (Particles / ml),7.26E+08,8.62E+08,6.09E+08,7.32E+08,7.33E+07
Concentration Upgrade?,Yes,Yes,Yes,,
Particles per frame,30.4,29.6,26.9,29,1.1
Centres per frame,32.3,31.3,28.8,30.8,1
Completed tracks,4766,4752,3947,,
X-Drift (pix/frame),6.7,6.8,6.8,,
Y-Drift (pix/frame),0,0,0,,
,,,,,
[Concentration Warnings],,,,,
Validity of concentration measurement,OK,OK,OK,,
Completed Tracks,OK,OK,OK,,
Particles per frame,OK,OK,OK,,
Noise level,No,No,No,,
Brightness,OK,OK,OK,,
Detection Threshold,OK,OK,OK,,
Camera Histogram Lower Limit,OK,OK,OK,,
,,,,,
[Information],,,,,
Completed Tracks,OK,OK,OK,,
Concentration,OK,OK,OK,,
Video length,OK,OK,OK,,
Noise level,No,No,No,,
Vibration detected,No,No,No,,
Vibration correction applied,No,No,No,,
Settings changed?,No,No,No,,
Errors (1),,,,,
Errors (2),,,,,
,,,,,
[Data Included],,,,,
Size distribution - Number weighting - With Percentiles,,,,,
,,,,,
[Size Data],,,,,
Analysis Method,FTLA,,,,
Weighting,Number,,,,
Filename,DAY286_02_1500_01,DAY286_02_1500_02,DAY286_02_1500_03,Average,Standard Error
Mean,181.4,156.8,185.1,174.5,8.9
Mode,99.2,96.7,101.6,99.2,1.4
SD,106,81.6,93.9,93.9,7.1
D10,92.3,90.4,98.6,93.8,2.5
D50,148.3,137.7,155.8,147.3,5.2
D90,317.2,291.4,315.5,308,8.3
Valid Tracks,1542,1627,1330,,
Graph Data,,,,,
Bin centre (nm), Concentration (particles / ml),Concentration (particles / ml),Concentration (particles / ml),Concentration average,Standard Error
0.5,0,0,0,0,0
1.5,0,0,0,0,0
2.5,0,0,0,0,0
3.5,0,0,0,0,0
4.5,0,0,0,0,0
5.5,0,0,0,0,0
6.5,0,0,0,0,0
7.5,0,0,0,0,0
8.5,0,0,0,0,0
9.5,0,0,0,0,0
10.5,0,0,0,0,0
11.5,0,0,0,0,0
12.5,0,0,0,0,0
13.5,0,0,0,0,0
14.5,0,0,0,0,0
15.5,0,0,0,0,0
16.5,0,0,0,0,0
17.5,0,0,0,0,0
18.5,0,0,0,0,0
19.5,0,0,0,0,0
20.5,0,0,0,0,0
21.5,0,0,0,0,0
22.5,0,0,0,0,0
23.5,0,0,0,0,0
24.5,0,0,0,0,0
25.5,0,0,0,0,0
26.5,0,0,0,0,0
27.5,0,0,0,0,0
28.5,0,0,0,0,0
29.5,0,0,0,0,0
30.5,0,0,0,0,0
31.5,0,0,0,0,0
32.5,0,0,0,0,0
33.5,0,0,0,0,0
34.5,0,0,0,0,0
35.5,2,0,0,0,0
36.5,4,0,0,1,1
37.5,7,0,0,2,2
38.5,14,0,0,5,5
39.5,25,0,0,8,8
40.5,43,0,0,14,14
41.5,73,0,0,24,24
42.5,120,0,0,40,40
43.5,193,0,0,64,64
44.5,302,0,0,101,101
45.5,462,0,0,154,154
46.5,692,0,0,231,231
47.5,1018,0,0,339,339
48.5,1472,0,0,491,491
49.5,2096,0,0,699,699
50.5,2941,0,0,981,980
51.5,4074,0,2,1358,1358
52.5,5574,0,3,1859,1858
53.5,7542,0,5,2516,2513
54.5,10099,3,9,3370,3364
55.5,13394,11,16,4473,4460
56.5,17604,39,26,5890,5857
57.5,22944,124,43,7704,7620
58.5,29672,356,70,10033,9820
59.5,38094,922,112,13043,12528
60.5,48578,2170,177,16975,15812
61.5,61560,4667,275,22167,19737
62.5,77564,9230,422,29072,24379
63.5,97209,16911,643,38254,29849
64.5,121237,28903,972,50371,36339
65.5,150525,46419,1458,66134,44147
66.5,186112,70555,2174,86281,53677
67.5,229217,102222,3226,111555,65405
68.5,281258,142154,4765,142726,79817
69.5,343865,191022,7011,180633,97380
70.5,418885,249624,10278,226262,118532
71.5,508365,319115,15011,280830,143700
72.5,614522,401253,21838,345871,173320
73.5,739686,498650,31633,423323,207838
74.5,886207,615001,45594,515601,247701
75.5,1056335,755336,65335,625669,293332
76.5,1252063,926252,92981,757099,345122
77.5,1474947,1136168,131259,914125,403465
78.5,1725909,1395531,183561,1101667,468855
79.5,2005044,1716944,253955,1325314,542097
80.5,2311447,2115111,347102,1591220,624636
81.5,2643087,2606483,468057,1905876,718987
82.5,2996755,3208436,621929,2275706,829144
83.5,3368086,3937856,813390,2706444,960711
84.5,3751683,4809034,1046080,3202266,1120469
85.5,4141324,5830896,1321959,3764727,1315168
86.5,4530247,7003779,1640714,4391580,1549735
87.5,4911479,8316202,1999324,5075668,1825373
88.5,5278186,9742259,2391900,5804115,2138098
89.5,5624008,11240392,2809844,6558082,2478098
90.5,5943349,12754210,3242349,7313303,2829986
91.5,6231602,14215728,3677177,8041502,3173960
92.5,6485291,15550939,4101609,8712613,3487717
93.5,6702133,16687076,4503428,9297546,3748886
94.5,6881024,17560447,4871804,9771092,3937630
95.5,7021958,18123540,5197972,10114490,4038993
96.5,7125900,18350144,5475646,10317230,4044610
97.5,7194624,18237661,5701163,10377816,3953500
98.5,7230546,17806325,5873377,10303416,3771857
99.5,7236541,17095679,5993371,10108530,3511958
100.5,7215788,16159101,6064047,9812979,3190432
101.5,7171615,15057425,6089676,9439572,2826237
102.5,7107379,13852703,6075438,9011840,2438695
103.5,7026358,12602921,6027017,8552099,2045853
104.5,6931674,11358193,5950255,8080041,1663381
105.5,6826228,10158575,5850876,7611893,1304099
106.5,6712660,9033395,5734292,7160116,978295
107.5,6593324,8001766,5605469,6733520,695294
108.5,6470274,7073906,5468843,6337675,468061
109.5,6345265,6252878,5328286,5975476,324692
110.5,6219756,5536420,5187103,5647760,303255
111.5,6094928,4918659,5048048,5353878,372403
112.5,5971705,4391561,4913359,5092208,464831
113.5,5850774,3946075,4784798,4860549,551142
114.5,5732616,3572967,4663702,4656428,623448
115.5,5617531,3263378,4551028,4477312,680584
116.5,5505667,3009170,4447401,4320746,723454
117.5,5397050,2803097,4353159,4184436,753547
118.5,5291614,2638865,4268394,4066291,772421
119.5,5189223,2511105,4192987,3964438,781506
120.5,5089697,2415310,4126642,3877217,782037
121.5,4992837,2347738,4068919,3803165,775050
122.5,4898439,2305309,4019255,3741001,761391
123.5,4806314,2285499,3976991,3689601,741748
124.5,4716301,2286239,3941395,3647978,716675
125.5,4628274,2305823,3911679,3615259,686621
126.5,4542148,2342824,3887024,3590666,651953
127.5,4457888,2396021,3866595,3573502,612985
128.5,4375502,2464336,3849563,3563134,569991
129.5,4295043,2546783,3835123,3558983,523225
130.5,4216605,2642424,3822513,3560514,472932
131.5,4140317,2750349,3811028,3567231,419357
132.5,4066336,2869646,3800039,3578674,362753
133.5,3994840,2999401,3789007,3594416,303383
134.5,3926022,3138698,3777487,3614069,241522
135.5,3860080,3286622,3765141,3637281,177459
136.5,3797213,3442275,3751735,3663741,111508
137.5,3737615,3604795,3737145,3693185,44195
138.5,3681466,3773363,3721343,3725391,26606
139.5,3628933,3947223,3704394,3760183,96023
140.5,3580161,4125684,3686442,3797429,166970
141.5,3535275,4308126,3667696,3837032,238628
142.5,3494376,4493990,3648414,3878927,310730
143.5,3457539,4682767,3628886,3923064,383059
144.5,3424811,4873974,3609416,3969400,455416
145.5,3396216,5067125,3590306,4017883,527605
146.5,3371749,5261700,3571846,4068432,599424
147.5,3351379,5457104,3554290,4120924,670653
148.5,3335046,5652627,3537857,4175176,741042
149.5,3322666,5847410,3522711,4230929,810301
150.5,3314127,6040401,3508962,4287830,878089
151.5,3309292,6230332,3496656,4345427,944004
152.5,3307995,6415692,3485774,4403154,1007577
153.5,3310046,6594716,3476233,4460332,1068270
154.5,3315228,6765387,3467882,4516166,1125474
155.5,3323296,6925455,3460510,4569754,1178516
156.5,3333981,7072465,3453851,4620099,1226671
157.5,3346988,7203817,3447584,4666129,1269176
158.5,3361996,7316826,3441346,4706723,1305253
159.5,3378660,7408816,3434740,4740739,1334137
160.5,3396613,7477211,3427344,4767056,1355107
161.5,3415467,7519646,3418722,4784611,1367517
162.5,3434815,7534074,3408435,4792441,1370837
163.5,3454236,7518875,3396056,4789722,1364680
164.5,3473295,7472952,3381178,4775809,1348834
165.5,3491550,7395806,3363429,4750261,1323289
166.5,3508555,7287590,3342478,4712874,1288250
167.5,3523867,7149136,3318053,4663685,1244145
168.5,3537048,6981944,3289941,4602978,1191620
169.5,3547677,6788148,3257998,4531274,1131531
170.5,3555347,6570437,3222151,4449312,1064915
171.5,3559683,6331969,3182406,4358019,992966
172.5,3560336,6076247,3138838,4258473,916995
173.5,3556998,5806996,3091594,4151863,838401
174.5,3549404,5528032,3040890,4039442,758633
175.5,3537336,5243132,2986998,3922489,679164
176.5,3520631,4955921,2930243,3802265,601479
177.5,3499180,4669773,2870989,3679981,527075
178.5,3472932,4387734,2809634,3556767,457482
179.5,3441896,4112463,2746596,3433652,394313
180.5,3406141,3846202,2682302,3311549,339302
181.5,3365792,3590768,2617183,3191248,294288
182.5,3321033,3347552,2551659,3073415,260990
183.5,3272097,3117549,2486135,2958593,240405
184.5,3219267,2901386,2420994,2847215,232028
185.5,3162865,2699368,2356591,2739608,233619
186.5,3103254,2511521,2293248,2636007,241971
187.5,3040820,2337639,2231253,2536570,253988
188.5,2975974,2177330,2170858,2441387,267300
189.5,2909143,2030059,2112277,2350493,280331
190.5,2840756,1895188,2055689,2263878,292137
191.5,2771247,1772005,2001239,2181497,302209
192.5,2701042,1659759,1949035,2103279,310328
193.5,2630551,1557678,1899159,2029130,316456
194.5,2560171,1464993,1851661,1958942,320669
195.5,2490273,1380946,1806567,1892595,323111
196.5,2421202,1304806,1763883,1829964,323965
197.5,2353273,1235876,1723591,1770913,323431
198.5,2286771,1173496,1685659,1715309,321717
199.5,2221946,1117043,1650042,1663010,319024
200.5,2159015,1065939,1616681,1613878,315547
201.5,2098161,1019646,1585510,1567773,311467
202.5,2039537,977664,1556455,1524552,306951
203.5,1983260,939533,1529437,1484076,302151
204.5,1929420,904827,1504372,1446206,297201
205.5,1878077,873156,1481178,1410804,292222
206.5,1829267,844159,1459767,1377731,287319
207.5,1783000,817507,1440056,1346854,282583
208.5,1739266,792894,1421960,1318040,278091
209.5,1698035,770044,1405398,1291159,273910
210.5,1659259,748701,1390290,1266083,270092
211.5,1622878,728633,1376559,1242690,266683
212.5,1588817,709632,1364132,1220860,263715
213.5,1556990,691505,1352940,1200479,261215
214.5,1527304,674085,1342916,1181435,259199
215.5,1499656,657221,1333997,1163625,257678
216.5,1473940,640781,1326125,1146949,256656
217.5,1450042,624654,1319244,1131313,256128
218.5,1427848,608746,1313301,1116632,256087
219.5,1407240,592980,1308248,1102823,256518
220.5,1388100,577298,1304037,1089812,257403
221.5,1370308,561658,1300625,1077531,258719
222.5,1353747,546034,1297970,1065917,260440
223.5,1338301,530415,1296030,1054915,262534
224.5,1323855,514802,1294766,1044474,264969
225.5,1310298,499211,1294140,1034549,267710
226.5,1297523,483665,1294113,1025100,270719
227.5,1285427,468199,1294647,1016091,273959
228.5,1273914,452854,1295702,1007490,277389
229.5,1262889,437676,1297239,999268,280971
230.5,1252268,422716,1299215,991400,284665
231.5,1241971,408026,1301589,983862,288432
232.5,1231925,393659,1304314,976632,292235
233.5,1222064,379667,1307342,969691,296037
234.5,1212330,366100,1310623,963018,299805
235.5,1202674,353006,1314104,956595,303504
236.5,1193051,340428,1317729,950403,307103
237.5,1183426,328407,1321438,944424,310574
238.5,1173771,316976,1325169,938639,313889
239.5,1164065,306166,1328858,933030,317021
240.5,1154294,296004,1332435,927578,319947
241.5,1144450,286511,1335833,922265,322642
242.5,1134531,277704,1338977,917071,325086
243.5,1124541,269598,1341796,911978,327256
244.5,1114487,262205,1344213,906968,329132
245.5,1104384,255534,1346154,902024,330694
246.5,1094247,249592,1347544,897127,331922
247.5,1084095,244386,1348309,892264,332797
248.5,1073950,239924,1348378,887418,333298
249.5,1063836,236214,1347681,882577,333407
250.5,1053776,233263,1346154,877731,333104
251.5,1043796,231082,1343734,872871,332370
252.5,1033920,229686,1340367,867991,331186
253.5,1024173,229092,1336004,863090,329532
254.5,1014579,229321,1330601,858167,327390
255.5,1005159,230399,1324125,853228,324742
256.5,995935,232358,1316550,848281,321569
