NTA Experiment Summary File,,,,,
Created with NTA 3.2 Dev Build 3.2.16,,,,,
,,,,,
[Experiment Details],,,,,
Software Version,NTA 3.2 Dev Build 3.2.16,,,,
Experiment Name,20190221 day286 c8 1 in 1500 2019-02-21 15-46-34.nano,,,,
Sample Name,DAY286 C8 1 in 1500,,,,
Operator Name,Charlotte,,,,
Time Captured,21/02/2019 15:46,,,,
Pre-treatment,,,,,
Diluent,0.22um filtered PBS,,,,
Remarks,,,,,
,,,,,
Filename:,20190221 day286 c8 1 in 1500 2019-02-21 15-46-54,20190221 day286 c8 1 in 1500 2019-02-21 15-48-01,20190221 day286 c8 1 in 1500 2019-02-21 15-49-09,,
,,,,,
[Conditions],,,,,
Temperature/C,24.993,24.986,24.994,,
Viscosity/cP,0.888834,0.888976,0.888814,,
Camera Type,sCMOS,sCMOS,sCMOS,,
Laser Type,Blue405,Blue405,Blue405,,
Camera Level,11,11,11,,
Slider Shutter,890,890,890,,
Slider Gain,146,146,146,,
Shutter/ms,22.25,22.25,22.25,,
Camera Histogram Upper Limit,16380,16380,16380,,
Camera Histogram Lower Limit,0,0,0,,
Frame rate/fps,24.9825,24.9825,24.9825,,
Syringe Pump Speed/AU,70,70,70,,
,,,,,
[Settings],,,,,
Detection Threshold,6,6,6,,
Max Jump Mode,Auto,Auto,Auto,,
Max Jump Distance,13.4442,13.4624,13.0036,,
Blur,Auto,Auto,Auto,,
Min Track Length,Auto,Auto,Auto,,
First frame,0,0,0,,
Total frames analysed,1498,1498,1498,,
,,,,,
[Exclusion Regions],,,,,
No Exclusion Regions Used,,,,,
,,,,,
[Results],,,,Average,Standard Error
Dilution factor (concentrations adjusted for this factor),Not recorded,Not recorded,Not recorded,,
Concentration (Particles / ml),1.10E+09,1.01E+09,1.03E+09,1.05E+09,2.73E+07
Concentration Upgrade?,Yes,Yes,Yes,,
Particles per frame,42.7,38.7,39.4,40.3,1.2
Centres per frame,44.6,40.3,41.2,42,1.3
Completed tracks,6677,5972,6095,,
X-Drift (pix/frame),6.7,6.8,6.8,,
Y-Drift (pix/frame),0,0,0,,
,,,,,
[Concentration Warnings],,,,,
Validity of concentration measurement,OK,OK,OK,,
Completed Tracks,OK,OK,OK,,
Particles per frame,OK,OK,OK,,
Noise level,No,No,No,,
Brightness,OK,OK,OK,,
Detection Threshold,OK,OK,OK,,
Camera Histogram Lower Limit,OK,OK,OK,,
,,,,,
[Information],,,,,
Completed Tracks,OK,OK,OK,,
Concentration,OK,OK,OK,,
Video length,OK,OK,OK,,
Noise level,No,No,No,,
Vibration detected,No,No,No,,
Vibration correction applied,No,No,No,,
Settings changed?,No,No,No,,
Errors (1),,,,,
Errors (2),,,,,
,,,,,
[Data Included],,,,,
Size distribution - Number weighting - With Percentiles,,,,,
,,,,,
[Size Data],,,,,
Analysis Method,FTLA,,,,
Weighting,Number,,,,
Filename,DAY286_03_1500_01,DAY286_03_1500_02,DAY286_03_1500_03,Average,Standard Error
Mean,166.2,162.7,164.5,164.5,1
Mode,103.8,95.7,101.2,100.2,2.4
SD,85,82.8,81.5,83.1,1
D10,92,92.3,94.8,93,0.9
D50,135.8,135.7,137.2,136.2,0.5
D90,297.4,301.7,273.6,290.9,8.7
Valid Tracks,2268,2094,2108,,
Graph Data,,,,,
