NTA Experiment Summary File,,,,,
Created with NTA 3.2 Dev Build 3.2.16,,,,,
,,,,,
[Experiment Details],,,,,
Software Version,NTA 3.2 Dev Build 3.2.16,,,,
Experiment Name,20190221 bb6 1 in 3000 2019-02-21 15-08-34.nano,,,,
Sample Name,Biofilm C6 1 in 3000,,,,
Operator Name,Charlotte,,,,
Time Captured,21/02/2019 15:08,,,,
Pre-treatment,,,,,
Diluent,0.22um filtered PBS,,,,
Remarks,,,,,
,,,,,
Filename:,20190221 bb6 1 in 3000 2019-02-21 15-09-00,20190221 bb6 1 in 3000 2019-02-21 15-10-06,20190221 bb6 1 in 3000 2019-02-21 15-11-13,,
,,,,,
[Conditions],,,,,
Temperature/C,24.997,24.989,24.995,,
Viscosity/cP,0.888753,0.888915,0.888793,,
Camera Type,sCMOS,sCMOS,sCMOS,,
Laser Type,Blue405,Blue405,Blue405,,
Camera Level,11,11,11,,
Slider Shutter,890,890,890,,
Slider Gain,146,146,146,,
Shutter/ms,22.25,22.25,22.25,,
Camera Histogram Upper Limit,16380,16380,16380,,
Camera Histogram Lower Limit,0,0,0,,
Frame rate/fps,24.9825,24.9825,24.9825,,
Syringe Pump Speed/AU,70,70,70,,
,,,,,
[Settings],,,,,
Detection Threshold,6,6,6,,
Max Jump Mode,Auto,Auto,Auto,,
Max Jump Distance,14.5242,13.2904,14.339,,
Blur,Auto,Auto,Auto,,
Min Track Length,Auto,Auto,Auto,,
First frame,0,0,0,,
Total frames analysed,1498,1498,1498,,
,,,,,
[Exclusion Regions],,,,,
No Exclusion Regions Used,,,,,
,,,,,
[Results],,,,Average,Standard Error
Dilution factor (concentrations adjusted for this factor),Not recorded,Not recorded,Not recorded,,
Concentration (Particles / ml),7.24E+08,6.07E+08,6.12E+08,6.48E+08,3.83E+07
Concentration Upgrade?,Yes,Yes,Yes,,
Particles per frame,21.8,19.8,19,20.2,0.8
Centres per frame,22.6,20.5,19.7,21,0.9
Completed tracks,3287,2817,2813,,
X-Drift (pix/frame),6.6,6.7,6.7,,
Y-Drift (pix/frame),0,0,0,,
,,,,,
[Concentration Warnings],,,,,
Validity of concentration measurement,OK,OK,OK,,
Completed Tracks,OK,OK,OK,,
Particles per frame,OK,OK,OK,,
Noise level,No,No,No,,
Brightness,OK,OK,OK,,
Detection Threshold,OK,OK,OK,,
Camera Histogram Lower Limit,OK,OK,OK,,
,,,,,
[Information],,,,,
Completed Tracks,OK,OK,OK,,
Concentration,OK,OK,OK,,
Video length,OK,OK,OK,,
Noise level,No,No,No,,
Vibration detected,Minor vibration,Minor vibration,Minor vibration,,
Vibration correction applied,Yes,Yes,Yes,,
Settings changed?,No,No,No,,
Errors (1),,,,,
Errors (2),,,,,
,,,,,
[Data Included],,,,,
Size distribution - Number weighting - With Percentiles,,,,,
,,,,,
[Size Data],,,,,
Analysis Method,FTLA,,,,
Weighting,Number,,,,
Filename,Biofilm_04_3000_01,Biofilm_04_3000_02,Biofilm_04_3000_03,Average,Standard Error
Mean,127.4,139.1,133.5,133.3,3.4
Mode,98.9,106.3,104.1,103.1,2.2
SD,57.6,65.9,58.6,60.7,2.6
D10,89.7,96.5,93.4,93.2,2
D50,105.4,110.2,108.6,108.1,1.4
D90,193.2,229.3,208.2,210.2,10.5
Valid Tracks,1268,1107,1106,,
Graph Data,,,,,
Bin centre (nm), Concentration (particles / ml),Concentration (particles / ml),Concentration (particles / ml),Concentration average,Standard Error
0.5,0,0,0,0,0
1.5,0,0,0,0,0
2.5,0,0,0,0,0
3.5,0,0,0,0,0
4.5,0,0,0,0,0
5.5,0,0,0,0,0
6.5,0,0,0,0,0
7.5,0,0,0,0,0
8.5,0,0,0,0,0
9.5,0,0,0,0,0
10.5,0,0,0,0,0
11.5,0,0,0,0,0
12.5,0,0,0,0,0
13.5,0,0,0,0,0
14.5,0,0,0,0,0
15.5,0,0,0,0,0
16.5,0,0,0,0,0
17.5,0,0,0,0,0
18.5,0,0,0,0,0
19.5,0,0,0,0,0
20.5,0,0,0,0,0
21.5,0,0,0,0,0
22.5,0,0,0,0,0
23.5,0,0,0,0,0
24.5,0,0,0,0,0
25.5,0,0,0,0,0
26.5,0,0,0,0,0
27.5,0,0,0,0,0
28.5,0,0,0,0,0
29.5,0,0,0,0,0
30.5,0,0,0,0,0
31.5,0,0,0,0,0
32.5,0,0,0,0,0
33.5,0,0,0,0,0
34.5,0,0,0,0,0
35.5,0,0,0,0,0
36.5,0,0,0,0,0
37.5,0,0,0,0,0
38.5,0,0,0,0,0
39.5,0,0,0,0,0
40.5,0,0,0,0,0
41.5,0,0,0,0,0
42.5,0,0,0,0,0
43.5,0,0,0,0,0
44.5,0,0,0,0,0
45.5,0,0,0,0,0
46.5,0,0,0,0,0
47.5,0,0,0,0,0
48.5,0,0,0,0,0
49.5,0,0,0,0,0
50.5,0,0,0,0,0
51.5,0,0,0,0,0
52.5,0,0,0,0,0
53.5,0,0,0,0,0
54.5,0,0,0,0,0
55.5,0,2,0,0,0
56.5,0,6,0,2,2
57.5,0,23,0,8,8
58.5,0,79,0,26,26
59.5,0,243,0,81,81
60.5,0,685,0,229,228
61.5,2,1763,0,588,587
62.5,10,4133,0,1381,1376
63.5,36,8843,2,2960,2941
64.5,119,17303,8,5810,5747
65.5,361,31083,28,10491,10297
66.5,997,51506,92,17532,16989
67.5,2518,79190,276,27328,25939
68.5,5868,113721,754,40115,36833
69.5,12692,153645,1903,56080,48882
70.5,25636,196809,4439,75628,60898
71.5,48639,240905,9606,99717,71488
72.5,87143,284030,19369,130181,79374
73.5,148161,325064,36553,169926,83994
