NTA Experiment Summary File,,,,,
Created with NTA 3.2 Dev Build 3.2.16,,,,,
,,,,,
[Experiment Details],,,,,
Software Version,NTA 3.2 Dev Build 3.2.16,,,,
Experiment Name,20181220 ATCC90028 C3 0.5 in 1500 2018-12-20 14-19-54.nano,,,,
Sample Name,ATCC90028 C3 0.5uL in 1500uL,,,,
Operator Name,Charlotte,,,,
Time Captured,20/12/2018 14:19,,,,
Pre-treatment,,,,,
Diluent,0.22 um filtered PBS,,,,
Remarks,,,,,
,,,,,
Filename:,20181220 ATCC90028 C3 0.5 in 1500 2018-12-20 14-20-11,20181220 ATCC90028 C3 0.5 in 1500 2018-12-20 14-21-18,20181220 ATCC90028 C3 0.5 in 1500 2018-12-20 14-22-27,,
,,,,,
[Conditions],,,,,
Temperature/C,24.996,24.989,25.014,,
Viscosity/cP,0.888773,0.888915,0.888409,,
Camera Type,sCMOS,sCMOS,sCMOS,,
Laser Type,Blue405,Blue405,Blue405,,
Camera Level,11,11,11,,
Slider Shutter,890,890,890,,
Slider Gain,146,146,146,,
Shutter/ms,22.25,22.25,22.25,,
Camera Histogram Upper Limit,16380,16380,16380,,
Camera Histogram Lower Limit,0,0,0,,
Frame rate/fps,24.9825,24.9825,24.9825,,
Syringe Pump Speed/AU,70,70,70,,
,,,,,
[Settings],,,,,
Detection Threshold,6,6,6,,
Max Jump Mode,Auto,Auto,Auto,,
Max Jump Distance,11.5545,11.7584,11.4315,,
Blur,Auto,Auto,Auto,,
Min Track Length,Auto,Auto,Auto,,
First frame,0,0,0,,
Total frames analysed,1498,1498,1498,,
,,,,,
[Exclusion Regions],,,,,
No Exclusion Regions Used,,,,,
,,,,,
[Results],,,,Average,Standard Error
Dilution factor (concentrations adjusted for this factor),Not recorded,Not recorded,Not recorded,,
Concentration (Particles / ml),6.10E+08,5.98E+08,6.39E+08,6.15E+08,1.22E+07
Concentration Upgrade?,Yes,Yes,Yes,,
Particles per frame,21,19.9,21.5,20.8,0.5
Centres per frame,22,20.9,22.4,21.8,0.4
Completed tracks,2953,2876,2992,,
X-Drift (pix/frame),5.4,5.4,5.3,,
Y-Drift (pix/frame),0.3,0.2,0.2,,
,,,,,
[Concentration Warnings],,,,,
Validity of concentration measurement,OK,OK,OK,,
Completed Tracks,OK,OK,OK,,
Particles per frame,OK,OK,OK,,
Noise level,No,No,No,,
Brightness,OK,OK,OK,,
Detection Threshold,OK,OK,OK,,
Camera Histogram Lower Limit,OK,OK,OK,,
,,,,,
[Information],,,,,
Completed Tracks,OK,OK,OK,,
Concentration,OK,OK,OK,,
Video length,OK,OK,OK,,
Noise level,No,No,No,,
Vibration detected,Minor vibration,Minor vibration,No,,
Vibration correction applied,Yes,Yes,No,,
Settings changed?,No,No,No,,
Errors (1),,,,,
Errors (2),,,,,
,,,,,
[Data Included],,,,,
Size distribution - Number weighting - With Percentiles,,,,,
,,,,,
[Size Data],,,,,
Analysis Method,FTLA,,,,
Weighting,Number,,,,
Filename,ATCC90028_03_3000_01,ATCC90028_03_3000_02,ATCC90028_03_3000_03,Average,Standard Error
Mean,192,186.5,194.6,191,2.4
Mode,142.6,143.9,127.6,138,5.2
SD,74.9,57.3,72.9,68.4,5.6
D10,124,128.3,125.8,126,1.2
D50,168.2,167.4,176.7,170.7,3
D90,299.7,256,301.7,285.8,14.9
Valid Tracks,908,861,887,,
Graph Data,,,,,
Bin centre (nm), Concentration (particles / ml),Concentration (particles / ml),Concentration (particles / ml),Concentration average,Standard Error
0.5,0,0,0,0,0
1.5,0,0,0,0,0
2.5,0,0,0,0,0
3.5,0,0,0,0,0
4.5,0,0,0,0,0
5.5,0,0,0,0,0
6.5,0,0,0,0,0
7.5,0,0,0,0,0
8.5,0,0,0,0,0
9.5,0,0,0,0,0
10.5,0,0,0,0,0
11.5,0,0,0,0,0
12.5,0,0,0,0,0
13.5,0,0,0,0,0
14.5,0,0,0,0,0
15.5,0,0,0,0,0
16.5,0,0,0,0,0
17.5,0,0,0,0,0
18.5,0,0,0,0,0
19.5,0,0,0,0,0
20.5,0,0,0,0,0
21.5,0,0,0,0,0
22.5,0,0,0,0,0
23.5,0,0,0,0,0
24.5,0,0,0,0,0
25.5,0,0,0,0,0
26.5,0,0,0,0,0
27.5,0,0,0,0,0
28.5,0,0,0,0,0
29.5,0,0,0,0,0
30.5,0,0,0,0,0
31.5,0,0,0,0,0
32.5,0,0,0,0,0
33.5,0,0,0,0,0
34.5,0,0,0,0,0
35.5,0,0,0,0,0
36.5,0,0,0,0,0
37.5,0,0,0,0,0
38.5,0,0,0,0,0
39.5,0,0,0,0,0
