"GO ID"	"GO name"	"GO namespace"	"Gene ID(s)"	"Exact p-value"	"Adjusted p-value"	"# genes / category"	"# genes / input"
"GO:0031505"	"fungal-type cell wall organization"	"BP"	"CDC42 | CRH11 | MSB2 | PGA4 | SAP9"	"0.0000021703"	"0.000057151"	"5 / 108"	"5 / 13"
"GO:0071555"	"cell wall organization"	"BP"	"CRH11 | MP65 | PGA4"	"0.000091959"	"0.00090809"	"3 / 42"	"3 / 13"
"GO:0030010"	"establishment of cell polarity"	"BP"	"CDC42 | RHO3"	"0.00012516"	"0.0010671"	"2 / 8"	"2 / 13"
"GO:0009405"	"pathogenesis"	"BP"	"CDC42 | CRH11 | MP65 | PGA4 | SAP9"	"0.00062489"	"0.0044878"	"5 / 350"	"5 / 13"
"GO:0005975"	"carbohydrate metabolic process"	"BP"	"CRH11 | MP65 | PGA4"	"0.00069839"	"0.0045977"	"3 / 83"	"3 / 13"
"GO:0007264"	"small GTPase mediated signal transduction"	"BP"	"CDC42 | RHO3"	"0.0028713"	"0.014177"	"2 / 37"	"2 / 13"
"GO:0043410"	"positive regulation of MAPK cascade"	"BP"	"MSB2"	"0.0044128"	"0.0166"	"1 / 2"	"1 / 13"
"GO:0015758"	"glucose transport"	"BP"	"HGT1"	"0.0044128"	"0.0166"	"1 / 2"	"1 / 13"
"GO:0045916"	"negative regulation of complement activation"	"BP"	"HGT1"	"0.0044128"	"0.0166"	"1 / 2"	"1 / 13"
"GO:0052155"	"modulation by symbiont of host cell-mediated immune response"	"BP"	"SAP9"	"0.0066124"	"0.022712"	"1 / 3"	"1 / 13"
"GO:0001558"	"regulation of cell growth"	"BP"	"CDC42"	"0.010998"	"0.03218"	"1 / 5"	"1 / 13"
"GO:0007114"	"cell budding"	"BP"	"CDC42"	"0.010998"	"0.03218"	"1 / 5"	"1 / 13"
"GO:0030448"	"hyphal growth"	"BP"	"CDC42 | RHO3"	"0.011411"	"0.032196"	"2 / 75"	"2 / 13"
"GO:0009395"	"phospholipid catabolic process"	"BP"	"PLB4.5"	"0.015366"	"0.037935"	"1 / 7"	"1 / 13"
"GO:0008152"	"metabolic process"	"BP"	"CRH11 | ENA21 | MP65 | PLB4.5"	"0.021297"	"0.049484"	"4 / 511"	"4 / 13"
"GO:0046658"	"anchored component of plasma membrane"	"CC"	"CRH11 | PGA4 | PGA52 | SAP9"	"6.7992e-8"	"0.0000053713"	"4 / 20"	"4 / 13"
"GO:0005886"	"plasma membrane"	"CC"	"CDC42 | HGT1 | PGA4 | PGA52 | PHM7 | RHO3 | SAP9"	"0.0000018496"	"0.000057151"	"7 / 324"	"7 / 13"
"GO:0016020"	"membrane"	"CC"	"CDC42 | CRH11 | ENA21 | HGT1 | PGA4 | PGA52 | PHM7 | RHO3 | SAP9"	"0.0000030497"	"0.000060232"	"9 / 732"	"9 / 13"
"GO:0005576"	"extracellular region"	"CC"	"CRH11 | MP65 | MSB2 | PGA4 | SAP9"	"0.0000063089"	"0.00009968"	"5 / 134"	"5 / 13"
"GO:0005618"	"cell wall"	"CC"	"CRH11 | MP65 | PGA4 | SAP9"	"0.000015942"	"0.0002099"	"4 / 75"	"4 / 13"
"GO:0031225"	"anchored component of membrane"	"CC"	"CRH11 | PGA4 | PGA52 | SAP9"	"0.00003907"	"0.00044093"	"4 / 94"	"4 / 13"
"GO:0009986"	"cell surface"	"CC"	"CRH11 | MSB2 | PGA4 | SAP9"	"0.00013508"	"0.0010671"	"4 / 129"	"4 / 13"
"GO:0009277"	"fungal-type cell wall"	"CC"	"CRH11 | PGA4 | SAP9"	"0.0007749"	"0.004709"	"3 / 86"	"3 / 13"
"GO:0030445"	"yeast-form cell wall"	"CC"	"CRH11 | PGA4"	"0.0040431"	"0.0166"	"2 / 44"	"2 / 13"
"GO:0030446"	"hyphal cell wall"	"CC"	"CRH11 | PGA4"	"0.0079028"	"0.026013"	"2 / 62"	"2 / 13"
"GO:0031562"	"hyphal tip polarisome"	"CC"	"CDC42"	"0.0088075"	"0.027832"	"1 / 4"	"1 / 13"
"GO:0031521"	"spitzenkorper"	"CC"	"CDC42"	"0.013184"	"0.034719"	"1 / 6"	"1 / 13"
"GO:0004553"	"hydrolase activity, hydrolyzing O-glycosyl compounds"	"MF"	"CRH11 | MP65"	"0.0017679"	"0.0099638"	"2 / 29"	"2 / 13"
"GO:0016798"	"hydrolase activity, acting on glycosyl bonds"	"MF"	"CRH11 | MP65"	"0.0018919"	"0.0099638"	"2 / 30"	"2 / 13"
"GO:0005355"	"glucose transmembrane transporter activity"	"MF"	"HGT1"	"0.0044128"	"0.0166"	"1 / 2"	"1 / 13"
"GO:0016787"	"hydrolase activity"	"MF"	"CRH11 | ENA21 | MP65 | SAP9"	"0.0046817"	"0.016812"	"4 / 331"	"4 / 13"
"GO:0042124"	"1,3-beta-glucanosyltransferase activity"	"MF"	"PGA4"	"0.013184"	"0.034719"	"1 / 6"	"1 / 13"
"GO:0005525"	"GTP binding"	"MF"	"CDC42 | RHO3"	"0.013855"	"0.035308"	"2 / 83"	"2 / 13"
"GO:0004620"	"phospholipase activity"	"MF"	"PLB4.5"	"0.019716"	"0.0472"	"1 / 9"	"1 / 13"
