"GO ID"	"GO name"	"GO namespace"	"Gene ID(s)"	"Exact p-value"	"Adjusted p-value"	"# genes / category"	"# genes / input"
"GO:0006412"	"translation"	"BP"	"CaO19.5746 | ANB1 | CAM1 | DED81 | DPS1-1 | EFT2 | GLN4 | PRT1 | RPL10A | RPL11 | RPL12 | RPL13 | RPL17B | RPL18 | RPL19A | RPL20B | RPL23A | RPL4B | RPL5 | RPL9B | YST1 | RPS10 | RPS12 | RPS15 | RPS18 | RPS20 | RPS21 | RPS22A | RPS23A | RPS24 | RPS26A | RPS3 | RPS42 | RPS4A | RPS5 | RPS6A | RPS7A | RPS8A | SES1 | HSP70 | SSB1"	"4.814116e-31"	"1.172237e-28"	"41 / 128"	"41 / 228"
"GO:0006418"	"tRNA aminoacylation for protein translation"	"BP"	"orf19.6701 | DED81 | DPS1-1 | FRS2 | GLN4 | GRS1 | ILS1 | KRS1 | MES1 | SES1 | THS1 | VAS1"	"7.474776e-11"	"3.640216e-9"	"12 / 31"	"12 / 228"
"GO:0006096"	"glycolytic process"	"BP"	"ADH1 | ENO1 | FBA1 | GLK1 | GLK4 | PDA1 | PFK1 | PFK2 | PGK1 | TDH3"	"1.355268e-10"	"5.50013e-9"	"10 / 20"	"10 / 228"
"GO:0044267"	"cellular protein metabolic process"	"BP"	"CCT3 | orf19.2720 | CCT5 | CCT6 | CCT7 | CCT8 | TCP1"	"3.620254e-9"	"1.175376e-7"	"7 / 10"	"7 / 228"
"GO:0006457"	"protein folding"	"BP"	"CCT3 | orf19.2720 | CCT5 | CCT6 | CCT7 | CCT8 | CYP5 | PDI1 | SIS1 | SSA2 | SSC1 | TCP1"	"1.347007e-8"	"3.644403e-7"	"12 / 46"	"12 / 228"
"GO:0044416"	"induction by symbiont of host defense response"	"BP"	"ACO1 | ADH1 | ENO1 | FBA1 | IMH3 | PGK1 | HSP70 | SSB1 | TDH3"	"2.71033e-8"	"6.947004e-7"	"9 / 24"	"9 / 228"
"GO:0051701"	"interaction with host"	"BP"	"ADH1 | FBA1 | PGK1 | PRX1 | HSP70 | SSA2 | TDH3 | CaO19.7417"	"9.197353e-8"	"0.000002239555"	"8 / 20"	"8 / 228"
"GO:0055114"	"oxidation-reduction process"	"BP"	"ACS2 | ADH1 | ALD5 | ARO1 | orf19.2244 | CCP1 | orf19.2175 | FAS1 | GDH3 | HOM6 | IMH3 | KGD1 | LYS1 | LYS9 | MCR1 | CaO19.7481 | MIS11 | MRF1 | MXR1 | NCP1 | PDA1 | PDB1 | PRO3 | PRX1 | QCR2 | QCR7 | RNR21 | SDH12 | TDH3 | TRX1 | CaO19.7417 | YHB1"	"0.000001704528"	"0.00003609153"	"32 / 407"	"32 / 228"
"GO:0009636"	"response to toxic substance"	"BP"	"MCR1 | HSP70 | SSA2 | YHB1"	"0.00001500454"	"0.0002706374"	"4 / 6"	"4 / 228"
"GO:0015986"	"ATP synthesis coupled proton transport"	"BP"	"ATP1 | ATP2 | ATP3 | ATP4 | ATP7"	"0.00002190224"	"0.0003809424"	"5 / 12"	"5 / 228"
