"GO ID"	"GO name"	"GO namespace"	"Gene ID(s)"	"Exact p-value"	"Adjusted p-value"	"# genes / category"	"# genes / input"
"GO:0015031"	"protein transport"	"BP"	"SEC14 | SEC21 | SEC4 | SEC61 | YPT1 | YPT31"	"0.000009337985"	"0.0008577939"	"6 / 113"	"6 / 38"
"GO:0006886"	"intracellular protein transport"	"BP"	"orf19.1564 | CHC1 | CRM1 | orf19.2489 | SEC21"	"0.00001092731"	"0.0008577939"	"5 / 67"	"5 / 38"
"GO:0035690"	"cellular response to drug"	"BP"	"GFA1 | KAR2 | NIP1 | SEC14 | SEC4 | YPT1 | YPT31"	"0.0005272433"	"0.01893187"	"7 / 328"	"7 / 38"
"GO:0007264"	"small GTPase mediated signal transduction"	"BP"	"SEC4 | YPT1 | YPT31"	"0.0006029257"	"0.01893187"	"3 / 37"	"3 / 38"
"GO:0009306"	"protein secretion"	"BP"	"SEC4 | YPT1"	"0.001300194"	"0.0255163"	"2 / 12"	"2 / 38"
"GO:0006810"	"transport"	"BP"	"CRM1 | DHH1 | SEC14 | SEC21 | SEC4 | SEC61"	"0.001527259"	"0.02664219"	"6 / 285"	"6 / 38"
"GO:0006888"	"ER to Golgi vesicle-mediated transport"	"BP"	"SEC4 | YPT1"	"0.00264156"	"0.03000765"	"2 / 17"	"2 / 38"
"GO:0006042"	"glucosamine biosynthetic process"	"BP"	"GFA1"	"0.004587156"	"0.03000765"	"1 / 1"	"1 / 38"
"GO:0016051"	"carbohydrate biosynthetic process"	"BP"	"GFA1"	"0.004587156"	"0.03000765"	"1 / 1"	"1 / 38"
"GO:0006903"	"vesicle targeting"	"BP"	"SEC4"	"0.004587156"	"0.03000765"	"1 / 1"	"1 / 38"
"GO:0046836"	"glycolipid transport"	"BP"	"HET1"	"0.004587156"	"0.03000765"	"1 / 1"	"1 / 38"
"GO:0044010"	"single-species biofilm formation"	"BP"	"YWP1"	"0.004587156"	"0.03000765"	"1 / 1"	"1 / 38"
"GO:0006413"	"translational initiation"	"BP"	"NIP1 | TIF"	"0.007117464"	"0.03057841"	"2 / 28"	"2 / 38"
"GO:0046168"	"glycerol-3-phosphate catabolic process"	"BP"	"GPD2"	"0.009154046"	"0.03057841"	"1 / 2"	"1 / 38"
"GO:0006616"	"SRP-dependent cotranslational protein targeting to membrane, translocation"	"BP"	"KAR2"	"0.009154046"	"0.03057841"	"1 / 2"	"1 / 38"
"GO:0006657"	"CDP-choline pathway"	"BP"	"SEC14"	"0.009154046"	"0.03057841"	"1 / 2"	"1 / 38"
"GO:0006906"	"vesicle fusion"	"BP"	"SEC4"	"0.009154046"	"0.03057841"	"1 / 2"	"1 / 38"
"GO:0070409"	"carbamoyl phosphate biosynthetic process"	"BP"	"URA2"	"0.009154046"	"0.03057841"	"1 / 2"	"1 / 38"
"GO:0010458"	"exit from mitosis"	"BP"	"SEC4"	"0.009154046"	"0.03057841"	"1 / 2"	"1 / 38"
"GO:0006893"	"Golgi to plasma membrane transport"	"BP"	"SEC4"	"0.009154046"	"0.03057841"	"1 / 2"	"1 / 38"
"GO:0006892"	"post-Golgi vesicle-mediated transport"	"BP"	"SEC14"	"0.009154046"	"0.03057841"	"1 / 2"	"1 / 38"
"GO:0007038"	"endocytosed protein transport to vacuole"	"BP"	"SEC4"	"0.009154046"	"0.03057841"	"1 / 2"	"1 / 38"
"GO:0001302"	"replicative cell aging"	"BP"	"DHH1"	"0.009154046"	"0.03057841"	"1 / 2"	"1 / 38"
"GO:0006611"	"protein export from nucleus"	"BP"	"CRM1"	"0.01370076"	"0.03910943"	"1 / 3"	"1 / 38"
"GO:0015833"	"peptide transport"	"BP"	"KAR2"	"0.01370076"	"0.03910943"	"1 / 3"	"1 / 38"
"GO:0006543"	"glutamine catabolic process"	"BP"	"URA2"	"0.01370076"	"0.03910943"	"1 / 3"	"1 / 38"
"GO:0006072"	"glycerol-3-phosphate metabolic process"	"BP"	"GPD2"	"0.01822737"	"0.04402611"	"1 / 4"	"1 / 38"
"GO:0006048"	"UDP-N-acetylglucosamine biosynthetic process"	"BP"	"GFA1"	"0.01822737"	"0.04402611"	"1 / 4"	"1 / 38"
"GO:0006207"	"'de novo' pyrimidine nucleobase biosynthetic process"	"BP"	"URA2"	"0.01822737"	"0.04402611"	"1 / 4"	"1 / 38"
"GO:0006031"	"chitin biosynthetic process"	"BP"	"GFA1"	"0.01822737"	"0.04402611"	"1 / 4"	"1 / 38"
"GO:0006541"	"glutamine metabolic process"	"BP"	"GFA1"	"0.01822737"	"0.04402611"	"1 / 4"	"1 / 38"
"GO:0006457"	"protein folding"	"BP"	"ERO1 | KAR2"	"0.01852589"	"0.04406917"	"2 / 46"	"2 / 38"
"GO:0031410"	"cytoplasmic vesicle"	"CC"	"CHC1 | SEC21 | SEC4"	"0.00006710814"	"0.003511992"	"3 / 18"	"3 / 38"
"GO:0005886"	"plasma membrane"	"CC"	"orf19.3335 | orf19.1564 | KAR2 | SEC4 | SEC61 | YPT1"	"0.002936137"	"0.03000765"	"6 / 324"	"6 / 38"
"GO:0005905"	"coated pit"	"CC"	"CHC1"	"0.004587156"	"0.03000765"	"1 / 1"	"1 / 38"
"GO:0030659"	"cytoplasmic vesicle membrane"	"CC"	"CHC1"	"0.004587156"	"0.03000765"	"1 / 1"	"1 / 38"
"GO:0005737"	"cytoplasm"	"CC"	"DHH1 | GPD2 | HET1 | NIP1 | SEC21 | TIF"	"0.007587843"	"0.03057841"	"6 / 393"	"6 / 38"
"GO:0005783"	"endoplasmic reticulum"	"CC"	"orf19.1564 | ERO1 | SEC61"	"0.008488464"	"0.03057841"	"3 / 93"	"3 / 38"
"GO:0044732"	"mitotic spindle pole body"	"CC"	"SEC4"	"0.009154046"	"0.03057841"	"1 / 2"	"1 / 38"
"GO:0030132"	"clathrin coat of coated pit"	"CC"	"CHC1"	"0.009154046"	"0.03057841"	"1 / 2"	"1 / 38"
"GO:0030663"	"COPI-coated vesicle membrane"	"CC"	"SEC21"	"0.009154046"	"0.03057841"	"1 / 2"	"1 / 38"
"GO:0030130"	"clathrin coat of trans-Golgi network vesicle"	"CC"	"CHC1"	"0.009154046"	"0.03057841"	"1 / 2"	"1 / 38"
"GO:0009331"	"glycerol-3-phosphate dehydrogenase complex"	"CC"	"GPD2"	"0.01370076"	"0.03910943"	"1 / 3"	"1 / 38"
"GO:0016020"	"membrane"	"CC"	"CHC1 | KAR2 | orf19.3799 | SEC14 | SEC21 | SEC4 | SEC61 | YWP1"	"0.01402312"	"0.03931481"	"8 / 732"	"8 / 38"
"GO:0030445"	"yeast-form cell wall"	"CC"	"KAR2 | YWP1"	"0.01702821"	"0.04402611"	"2 / 44"	"2 / 38"
"GO:0005770"	"late endosome"	"CC"	"SEC4"	"0.01822737"	"0.04402611"	"1 / 4"	"1 / 38"
"GO:0009986"	"cell surface"	"CC"	"GPD2 | KAR2 | YWP1"	"0.02049434"	"0.04802404"	"3 / 129"	"3 / 38"
"GO:0008536"	"Ran GTPase binding"	"MF"	"CRM1 | orf19.2489"	"0.0008915292"	"0.02332835"	"2 / 10"	"2 / 38"
"GO:0005198"	"structural molecule activity"	"MF"	"CHC1 | SEC21"	"0.001300194"	"0.0255163"	"2 / 12"	"2 / 38"
"GO:0017089"	"glycolipid transporter activity"	"MF"	"HET1"	"0.004587156"	"0.03000765"	"1 / 1"	"1 / 38"
"GO:0005049"	"nuclear export signal receptor activity"	"MF"	"CRM1"	"0.004587156"	"0.03000765"	"1 / 1"	"1 / 38"
"GO:0051861"	"glycolipid binding"	"MF"	"HET1"	"0.004587156"	"0.03000765"	"1 / 1"	"1 / 38"
"GO:0003989"	"acetyl-CoA carboxylase activity"	"MF"	"ACC1"	"0.004587156"	"0.03000765"	"1 / 1"	"1 / 38"
"GO:0004070"	"aspartate carbamoyltransferase activity"	"MF"	"URA2"	"0.004587156"	"0.03000765"	"1 / 1"	"1 / 38"
"GO:0004360"	"glutamine-fructose-6-phosphate transaminase (isomerizing) activity"	"MF"	"GFA1"	"0.004587156"	"0.03000765"	"1 / 1"	"1 / 38"
"GO:0000166"	"nucleotide binding"	"MF"	"ACC1 | DHH1 | KAR2 | SEC4 | TIF | YPT1 | YPT31"	"0.005414037"	"0.03057841"	"7 / 490"	"7 / 38"
"GO:0005525"	"GTP binding"	"MF"	"SEC4 | YPT1 | YPT31"	"0.006196026"	"0.03057841"	"3 / 83"	"3 / 38"
"GO:0003743"	"translation initiation factor activity"	"MF"	"NIP1 | TIF"	"0.007117464"	"0.03057841"	"2 / 28"	"2 / 38"
"GO:0008026"	"ATP-dependent helicase activity"	"MF"	"DHH1 | TIF"	"0.008144682"	"0.03057841"	"2 / 30"	"2 / 38"
"GO:0016743"	"carboxyl- or carbamoyltransferase activity"	"MF"	"URA2"	"0.009154046"	"0.03057841"	"1 / 2"	"1 / 38"
"GO:0004367"	"glycerol-3-phosphate dehydrogenase [NAD+] activity"	"MF"	"GPD2"	"0.009154046"	"0.03057841"	"1 / 2"	"1 / 38"
"GO:0008526"	"phosphatidylinositol transporter activity"	"MF"	"SEC14"	"0.01370076"	"0.03910943"	"1 / 3"	"1 / 38"
"GO:0016671"	"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor"	"MF"	"ERO1"	"0.01370076"	"0.03910943"	"1 / 3"	"1 / 38"
"GO:0004075"	"biotin carboxylase activity"	"MF"	"ACC1"	"0.01370076"	"0.03910943"	"1 / 3"	"1 / 38"
"GO:0004602"	"glutathione peroxidase activity"	"MF"	"orf19.86"	"0.01370076"	"0.03910943"	"1 / 3"	"1 / 38"
"GO:0003756"	"protein disulfide isomerase activity"	"MF"	"ERO1"	"0.01822737"	"0.04402611"	"1 / 4"	"1 / 38"
"GO:0031369"	"translation initiation factor binding"	"MF"	"NIP1"	"0.01822737"	"0.04402611"	"1 / 4"	"1 / 38"
