"GO ID"	"GO name"	"GO namespace"	"Gene ID(s)"	"Exact p-value"	"Adjusted p-value"	"# genes / category"	"# genes / input"
"GO:0009405"	"pathogenesis"	"BP"	"ALO1 | ALS1 | CaO19.1816 | BGL2 | CDC42 | CaO19.4937 | CRH11 | ECM331 (CaO19.4255, ECM33) | ERG3 | FAD2 | FAS2 | GSC1 | HET1 | HEX1 | HSP90 | HYR1 | IFF11 | KAR2 | orf19.6883 | KEX2 | MLT1 | CaO19.2347 | MNT1 | MNT2 | MP65 | NCE102 | PGA4 | PHO100 | PHR1 | PHR2 | PLB1 | RAC1 | RAS1 | RAT1 | RBT1 | RHD3 | RSR1 | RVS167 | SAP2 | SAP3 | SAP5 | SAP8 | SAP9 | SEC4 | SPA2 | SPF1 | SUR7 | UBI4 | UTR2 | YVC1"	"4.772e-13"	"3.8414e-11"	"50 / 350"	"51 / 315"
"GO:0031505"	"fungal-type cell wall organization"	"BP"	"BGL2 | CDC42 | CHT2 | CRH11 | ECM331 (CaO19.4255, ECM33) | GSC1 | MNT1 | MNT2 | MSB2 | PGA4 | PHR1 | PHR2 | PKC1 | RAC1 | RAS1 | RBT1 | RHD3 | RVS167 | SAP5 | SAP9 | SSU81 | SPF1 | SSR1 | SUR7 | UTR2"	"1.5702e-11"	"9.6369e-10"	"25 / 108"	"26 / 315"
"GO:0006810"	"transport"	"BP"	"ALP1 | APL2 | APL4 | AQY1 | ATP1 | ATP6 | CDR1 | CDR2 | CDR4 | CRM1 | CTP1 | DIP5 | EMP24 | orf19.3558 | ERV25 | GAP4 | GNP1 | HGT1 | HGT2 | HGT6 | HGT7 | MAL31 | MIR1 | MLT1 | NPL4 | orf19.3518 | CaO19.3767 | PET9 | POR1 | PTR22 | SEC14 | SEC21 | SEC4 | SEC61 | SFC1 | SNQ2 | orf19.5682 | TIM50 | YHM1 | YHM2 | YKT6 | YMC1"	"1.646e-11"	"9.6369e-10"	"42 / 285"	"42 / 315"
"GO:0006486"	"protein glycosylation"	"BP"	"GDA1 | KTR4 | MNN1 | MNN12 | CaO19.2347 | CaO19.3803 | CaO19.1995 | MNN26 | MNT1 | MNT2 | OST1 | STT3 | WBP1"	"1.6766e-9"	"8.3057e-8"	"13 / 34"	"13 / 315"
"GO:0005975"	"carbohydrate metabolic process"	"BP"	"BGL2 | orf19.1946 | CHT1 | CHT2 | CHT3 | CRH11 | GFA1 | GPD2 | HEX1 | MP65 | PGA4 | PHR1 | PHR2 | SCW11 | orf19.1355 | TAL1 | UTR2"	"2.1574e-7"	"0.0000086834"	"17 / 83"	"17 / 315"
"GO:0007264"	"small GTPase mediated signal transduction"	"BP"	"ARF2 | ARF3 | CDC42 | RAC1 | RAS1 | RHO1 | RHO3 | RSR1 | SEC4 | YPT1 | YPT31"	"6.1092e-7"	"0.000021858"	"11 / 37"	"11 / 315"
"GO:0006487"	"protein N-linked glycosylation"	"BP"	"GFA1 | KTR4 | MNT1 | MNT2 | SPF1 | orf19.3060"	"7.8428e-7"	"0.000026583"	"6 / 9"	"6 / 315"
"GO:0006696"	"ergosterol biosynthetic process"	"BP"	"ERG1 | ERG11 | ERG251 | ERG27 | ERG3 | ERG5 | ERG9"	"0.000001255"	"0.000039977"	"7 / 14"	"7 / 315"
"GO:0035690"	"cellular response to drug"	"BP"	"APL2 | ARF2 | CDC28 | CDR1 | CDR2 | DIP5 | ERG1 | ERG11 | ERG27 | ERG3 | FAS1 | GAR1 | GFA1 | GSC1 | HGT1 | HGT7 | HSP90 | KAR2 | KRE30 | NIP1 | NOG1 | PGA4 | PHR1 | PKC1 | PMT2 | RAS1 | RAT1 | RHO1 | RPG1A | SEC14 | SEC4 | SSR1 | TUB2 | YCK2 | YPT1 | YPT31"	"0.0000013036"	"0.000039977"	"36 / 328"	"36 / 315"
"GO:0044406"	"adhesion of symbiont to host"	"BP"	"ALS1 | CaO19.1816 | BGL2 | ECM331 (CaO19.4255, ECM33) | PHR1 | RBT1 | SAP2 | SAP3 | SAP5 | SAP9 | UTR2 | YWP1"	"0.000001472"	"0.000043088"	"12 / 48"	"13 / 315"
"GO:0030448"	"hyphal growth"	"BP"	"ALS1 | CDC28 | CDC42 | CaO19.4937 | GFA1 | RAC1 | RAS1 | RHO1 | RHO3 | RSR1 | RVS167 | SPA2 | orf19.5682 | VAC8 | YCK2"	"0.0000015673"	"0.000043886"	"15 / 75"	"15 / 315"
"GO:0009395"	"phospholipid catabolic process"	"BP"	"PLB1 | PLB2 | CaO19.6594 | CaO19.9017 | PLB5"	"0.0000044068"	"0.00011069"	"5 / 7"	"5 / 315"
"GO:0006633"	"fatty acid biosynthetic process"	"BP"	"ACC1 | ERG251 | ERG3 | FAS1 | FAS2 | OLE1 | SUR2"	"0.000031925"	"0.00068533"	"7 / 21"	"7 / 315"
"GO:0035268"	"protein mannosylation"	"BP"	"CaO19.2347 | CaO19.3803 | CaO19.1995 | MNN26"	"0.000067773"	"0.001247"	"4 / 6"	"4 / 315"
"GO:0046354"	"mannan biosynthetic process"	"BP"	"CaO19.2347 | CaO19.3803 | CaO19.1995 | MNN26"	"0.000067773"	"0.001247"	"4 / 6"	"4 / 315"
"GO:0015986"	"ATP synthesis coupled proton transport"	"BP"	"ATP1 | ATP20 | ATP4 | ATP6 | ATP7"	"0.00013656"	"0.002145"	"5 / 12"	"5 / 315"
"GO:0006038"	"cell wall chitin biosynthetic process"	"BP"	"CHS2 | CaO19.4937 | CHS4 | GFA1"	"0.00015226"	"0.0023347"	"4 / 7"	"4 / 315"
"GO:0036187"	"cell growth mode switching, budding to filamentous"	"BP"	"CDC42 | ERG1 | ERG11 | GDA1 | RAC1 | SEC4"	"0.00023253"	"0.0034033"	"6 / 20"	"6 / 315"
"GO:0000282"	"cellular bud site selection"	"BP"	"CHT3 | RAS1 | RSR1 | SPA2"	"0.00029322"	"0.0041051"	"4 / 8"	"4 / 315"
"GO:0030010"	"establishment of cell polarity"	"BP"	"CDC42 | RAC1 | RHO1 | RHO3"	"0.00029322"	"0.0041051"	"4 / 8"	"4 / 315"
"GO:0016337"	"single organismal cell-cell adhesion"	"BP"	"ALS1 | CaO19.1816 | MNT1 | MNT2 | RBT1"	"0.0003192"	"0.0043737"	"5 / 14"	"5 / 315"
"GO:0030447"	"filamentous growth"	"BP"	"ALO1 | ALS1 | CDC28 | CDC42 | CDR2 | CHT1 | CHT2 | ECM331 (CaO19.4255, ECM33) | ERG1 | ERG11 | ERG3 | ERG5 | GDA1 | HGT1 | HSP90 | KEX2 | MLT1 | CaO19.2347 | MNT1 | MNT2 | MSB2 | OLE1 | PHR1 | RAC1 | RAS1 | RAT1 | RSR1 | SEC4 | SSU81 | SIK1 | SNQ2 | SPA2 | SPT5 | orf19.5682 | SUR7 | TIM50 | TPI1 | UBI4 | VAC8 | YKT6"	"0.0004014"	"0.0050824"	"40 / 492"	"41 / 315"
"GO:0015903"	"fluconazole transport"	"BP"	"CDR1 | CDR2 | FLU1"	"0.00040249"	"0.0050824"	"3 / 4"	"3 / 315"
"GO:0043710"	"cell adhesion involved in multi-species biofilm formation"	"BP"	"ALS1 | CaO19.1816 | MNT1 | MNT2"	"0.00050825"	"0.0062945"	"4 / 9"	"4 / 315"
"GO:0044416"	"induction by symbiont of host defense response"	"BP"	"ADH2 | ALS1 | KAR2 | SAP2 | SAP5 | TPI1"	"0.00068816"	"0.0083618"	"6 / 24"	"6 / 315"
"GO:0006200"	"obsolete ATP catabolic process"	"BP"	"CDR1 | CDR2 | CDR4 | DBP2 | DBP3 | HSP90 | KRE30 | MLT1 | PMA1 | SNQ2 | SPF1 | TIF"	"0.00071901"	"0.0084904"	"12 / 87"	"12 / 315"
"GO:0044011"	"single-species biofilm formation on inanimate substrate"	"BP"	"ADH2 | ALS1 | CaO19.1816 | AQY1 | BGL2 | CDC28 | ECM331 (CaO19.4255, ECM33) | orf19.6883 | PHR1 | PMT2 | RAS1 | RAT1 | RBT1 | RHR2 | SPF1 | SUR7"	"0.00072511"	"0.0084904"	"16 / 138"	"17 / 315"
"GO:0015031"	"protein transport"	"BP"	"APL2 | APL4 | ERV25 | GDI1 | NPL4 | SEC14 | SEC21 | SEC4 | SEC61 | orf19.5682 | SSH1 | TIM50 | YPT1 | YPT31"	"0.00080078"	"0.0091759"	"14 / 113"	"14 / 315"
"GO:0044182"	"filamentous growth of a population of unicellular organisms"	"BP"	"ALO1 | ALS1 | CaO19.1816 | CDC28 | CDC42 | CHT1 | CHT2 | ERG3 | HSP90 | LAG1 | CaO19.2347 | MSB2 | PHR1 | RAC1 | RAS1 | RBT1 | RSR1 | SSU81 | SPA2 | UBI4"	"0.00081215"	"0.0091759"	"20 / 195"	"20 / 315"
"GO:0036178"	"filamentous growth of a population of unicellular organisms in response to neutral pH"	"BP"	"ALS1 | CDC28 | CHT2 | GDA1 | HGT1 | CaO19.2347 | OLE1 | PMT2 | RAT1 | SSU81 | SUR7"	"0.00088422"	"0.0094749"	"11 / 77"	"11 / 315"
"GO:0030260"	"entry into host cell"	"BP"	"ALS1 | CaO19.1816 | KAR2"	"0.00097103"	"0.0094749"	"3 / 5"	"3 / 315"
"GO:0006032"	"chitin catabolic process"	"BP"	"CHT1 | CHT2 | CHT3"	"0.00097103"	"0.0094749"	"3 / 5"	"3 / 315"
"GO:0046618"	"drug export"	"BP"	"CDR1 | CDR2 | CDR4"	"0.00097103"	"0.0094749"	"3 / 5"	"3 / 315"
"GO:1902600"	"hydrogen ion transmembrane transport"	"BP"	"COX2 | COX5 | PMA1 | RIP1"	"0.0012346"	"0.011523"	"4 / 11"	"4 / 315"
"GO:0052391"	"induction by symbiont of defense-related host calcium ion flux"	"BP"	"SAP2 | SAP3 | SAP5"	"0.0018743"	"0.016094"	"3 / 6"	"3 / 315"
"GO:0006754"	"ATP biosynthetic process"	"BP"	"ATP1 | ATP6 | PMA1"	"0.0018743"	"0.016094"	"3 / 6"	"3 / 315"
"GO:0000902"	"cell morphogenesis"	"BP"	"CDC42 | ECM331 (CaO19.4255, ECM33) | RAC1 | SSU81 | UBI4"	"0.0019567"	"0.01658"	"5 / 20"	"6 / 315"
"GO:0007109"	"cytokinesis, completion of separation"	"BP"	"CHT3 | ENG1"	"0.0022231"	"0.017044"	"2 / 2"	"2 / 315"
"GO:0071383"	"cellular response to steroid hormone stimulus"	"BP"	"CDR1 | CDR2"	"0.0022231"	"0.017044"	"2 / 2"	"2 / 315"
"GO:0045117"	"azole transport"	"BP"	"CDR1 | CDR2"	"0.0022231"	"0.017044"	"2 / 2"	"2 / 315"
"GO:0055085"	"transmembrane transport"	"BP"	"ALP1 | CDR4 | DIP5 | FLU1 | GAP4 | GNP1 | HGT1 | HGT2 | HGT6 | HGT7 | MAL31 | MIR1 | MLT1 | orf19.3518 | PET9 | POR1 | SFC1 | SNQ2 | TOM40 | TPO2 | YMC1"	"0.0029384"	"0.022004"	"21 / 232"	"21 / 315"
"GO:0071555"	"cell wall organization"	"BP"	"BGL2 | CRH11 | ECM331 (CaO19.4255, ECM33) | MP65 | PGA4 | SUR7 | UTR2"	"0.0031591"	"0.023162"	"7 / 42"	"8 / 315"
"GO:0019538"	"protein metabolic process"	"BP"	"SAP2 | SAP3 | SAP5"	"0.0031658"	"0.023162"	"3 / 7"	"3 / 315"
"GO:0036244"	"cellular response to neutral pH"	"BP"	"ALS1 | CDC28 | CHT2 | GDA1 | HGT1 | OLE1 | RAT1 | SSU81 | SUR7"	"0.003201"	"0.023162"	"9 / 65"	"9 / 315"
"GO:0006184"	"obsolete GTP catabolic process"	"BP"	"ARF2 | RAS1 | RHO1 | RHO3 | RSR1 | SEC4 | TUB2"	"0.0036244"	"0.02565"	"7 / 43"	"7 / 315"
"GO:0006886"	"intracellular protein transport"	"BP"	"APL2 | APL4 | CHC1 | CRM1 | GGA2 | orf19.2489 | orf19.3681 | SEC21 | orf19.5669"	"0.0039433"	"0.027306"	"9 / 67"	"9 / 315"
"GO:0036180"	"filamentous growth of a population of unicellular organisms in response to biotic stimulus"	"BP"	"CDC28 | CDC42 | CDR2 | ECM331 (CaO19.4255, ECM33) | ERG1 | ERG11 | ERG3 | ERG5 | KEX2 | MLT1 | CaO19.2347 | RAC1 | RAS1 | RAT1 | RSR1 | RVS167 | SEC4 | SSU81 | SNQ2 | SPT5 | orf19.5682 | SUR7 | TPI1 | VAC8 | YKT6"	"0.0042513"	"0.029126"	"25 / 303"	"26 / 315"
"GO:0044407"	"single-species biofilm formation in or on host organism"	"BP"	"ADH2 | BGL2 | HYR1 | PHR1"	"0.0043957"	"0.029488"	"4 / 15"	"4 / 315"
"GO:0006807"	"nitrogen compound metabolic process"	"BP"	"SAP2 | SAP3 | SAP5 | URA2"	"0.0043957"	"0.029488"	"4 / 15"	"4 / 315"
"GO:0052155"	"modulation by symbiont of host cell-mediated immune response"	"BP"	"SAP5 | SAP9"	"0.0064607"	"0.03682"	"2 / 3"	"2 / 315"
"GO:0071257"	"cellular response to electrical stimulus"	"BP"	"RAS1 | RSR1"	"0.0064607"	"0.03682"	"2 / 3"	"2 / 315"
"GO:0015833"	"peptide transport"	"BP"	"FLU1 | KAR2"	"0.0064607"	"0.03682"	"2 / 3"	"2 / 315"
"GO:0009652"	"thigmotropism"	"BP"	"RAS1 | RSR1"	"0.0064607"	"0.03682"	"2 / 3"	"2 / 315"
"GO:0043708"	"cell adhesion involved in biofilm formation"	"BP"	"CaO19.1816 | RBT1"	"0.0064607"	"0.03682"	"2 / 3"	"2 / 315"
"GO:0006543"	"glutamine catabolic process"	"BP"	"SNO1 | URA2"	"0.0064607"	"0.03682"	"2 / 3"	"2 / 315"
"GO:0006057"	"mannoprotein biosynthetic process"	"BP"	"MNT1 | MNT2"	"0.0064607"	"0.03682"	"2 / 3"	"2 / 315"
"GO:0044413"	"avoidance of host defenses"	"BP"	"HYR1 | RAS1"	"0.0064607"	"0.03682"	"2 / 3"	"2 / 315"
"GO:0051666"	"actin cortical patch localization"	"BP"	"RAS1 | RSR1 | RVS167"	"0.0070799"	"0.039155"	"3 / 9"	"3 / 315"
"GO:0006493"	"protein O-linked glycosylation"	"BP"	"GDA1 | MNT1 | PMT2"	"0.0070799"	"0.039155"	"3 / 9"	"3 / 315"
"GO:0006465"	"signal peptide processing"	"BP"	"SAP2 | SAP3 | SAP5"	"0.0070799"	"0.039155"	"3 / 9"	"3 / 315"
"GO:0097502"	"mannosylation"	"BP"	"KTR4 | MNT1 | MNT2 | PMT2"	"0.0088121"	"0.048093"	"4 / 18"	"4 / 315"
"GO:0008152"	"metabolic process"	"BP"	"ACC1 | ASN1 | BGL2 | orf19.6066 | CDC60 | CDR1 | CDR2 | CHT1 | CHT2 | CHT3 | orf19.4016 | CRH11 | CRP1 | ENA21 | ENG1 | ERG1 | FAA4 | FAS1 | FAS2 | GFA1 | HEX1 | MP65 | PHO100 | PLB1 | PLB2 | CaO19.6594 | CaO19.9017 | PLB5 | RHR2 | SER33 | SLC1 | TPI1 | TRP5 | orf19.4153 | URA2 | UTR2"	"0.0090147"	"0.048786"	"36 / 511"	"36 / 315"
"GO:0005886"	"plasma membrane"	"CC"	"ADH2 | ALO1 | ALP1 | ALS1 | CaO19.1816 | AQY1 | ATP1 | ATP20 | ATP4 | ATP7 | orf19.3335 | orf19.6553 | orf19.1549 | orf19.1691 | orf19.7307 | CDC28 | CDC42 | CDR1 | CDR2 | CDR4 | COX5 | CRP1 | CTP1 | CYT1 | DIP5 | ECM331 (CaO19.4255, ECM33) | EMP24 | ERG1 | ERG11 | ERG251 | ERG3 | ERG5 | ERG9 | ERV25 | FLU1 | FRP3 | GAP4 | GSC1 | orf19.6082 | GUT2 | HGT1 | HGT2 | HGT6 | HGT7 | HSP90 | KAR2 | MIR1 | MLT1 | MNT1 | NCE102 | OST1 | PET9 | PGA4 | PGA45 | PGA52 | PHB1 | orf19.357 | PHM7 | PHR1 | PHR2 | PMA1 | PMT2 | POR1 | QCR2 | RAC1 | RAS1 | RHO1 | RHO3 | RIP1 | RSR1 | SAP9 | SEC4 | SEC61 | SEC63 | SFC1 | SSU81 | SLC1 | SNQ2 | SPF1 | orf19.6284 | SSH1 | SSR1 | STE24 | STT3 | SUR7 | TIM50 | TOM40 | TOM70 | UBI4 | VPH1 | WBP1 | YCK2 | orf19.5669 | YHM1 | YHM2 | YPT1"	"8.921e-55"	"5.7451e-52"	"96 / 324"	"97 / 315"
"GO:0016020"	"membrane"	"CC"	"ALO1 | ALP1 | ALS1 | CaO19.1816 | APL2 | APL4 | AQY1 | ATP6 | orf19.4758 | orf19.4805 | orf19.1549 | orf19.1682 | orf19.1691 | CDC42 | CDR1 | CDR2 | CDR4 | CHC1 | CHT2 | COX2 | CRH11 | CTP1 | DIP5 | ECM331 (CaO19.4255, ECM33) | EMP24 | EMP46 | ENA21 | ERG1 | ERG11 | ERG251 | ERG3 | orf19.3558 | ERV25 | FRP3 | GAP4 | GDA1 | GNP1 | GSC1 | HGT1 | HGT2 | HGT6 | HGT7 | HSP90 | HYR1 | KAR2 | KTR4 | LAG1 | MAL31 | MIR1 | MNN1 | MNN12 | CaO19.2347 | CaO19.3803 | CaO19.1995 | MNN26 | MNT1 | MNT2 | NAD5 | NCE102 | NPL4 | orf19.3518 | OLE1 | OST1 | orf19.6565 | CaO19.3767 | PET9 | PGA4 | PGA45 | PGA52 | PHB1 | orf19.357 | PHM7 | PHR1 | PHR2 | PMA1 | PMT2 | POR1 | PTR22 | QCR2 | RAC1 | RAS1 | RBT1 | RHD3 | RHO1 | RHO3 | RIP1 | RSR1 | orf19.3799 | SAP9 | SEC14 | SEC21 | SEC4 | SEC61 | SFC1 | SSU81 | SLC1 | SNQ2 | SSH1 | SSR1 | STE24 | STT3 | SUR2 | SUR7 | TIM50 | TRP5 | UTR2 | VAC8 | WBP1 | YHM1 | YHM2 | YKT6 | YMC1 | YWP1"	"1.9469e-34"	"6.269e-32"	"113 / 732"	"114 / 315"
"GO:0005576"	"extracellular region"	"CC"	"ADH2 | ALS1 | CaO19.1816 | BGL2 | CHT1 | CHT2 | CHT3 | CRH11 | ECM331 (CaO19.4255, ECM33) | ENG1 | HEX1 | HYR1 | IFF11 | KAR2 | LIP4 | MNT1 | MP65 | MSB2 | OP4 | PGA4 | PGA45 | PHO100 | PHR1 | PLB1 | CaO19.6594 | RBT1 | RHD3 | SAP2 | SAP3 | SAP5 | SAP8 | SAP9 | SCW11 | SSR1 | TOS1 | UBI3 | UTR2 | YWP1"	"2.4721e-20"	"5.3068e-18"	"38 / 134"	"39 / 315"
