"GO ID"	"GO name"	"GO namespace"	"Gene ID(s)"	"Exact p-value"	"Adjusted p-value"	"# genes / category"	"# genes / input"
"GO:0006096"	"glycolytic process"	"BP"	"CDC19 | GPM1 | HXK2 | PGI1"	"0.000003725168"	"0.0002626244"	"4 / 20"	"4 / 34"
"GO:0006099"	"tricarboxylic acid cycle"	"BP"	"IDH2 | IDP2 | MLS1"	"0.0001237471"	"0.001938704"	"3 / 18"	"3 / 34"
"GO:0005992"	"trehalose biosynthetic process"	"BP"	"TPS2 | UGP1"	"0.0001816322"	"0.002533358"	"2 / 4"	"2 / 34"
"GO:0034605"	"cellular response to heat"	"BP"	"HSP60 | HSP78 | MET6 | TPS2"	"0.0001976379"	"0.002533358"	"4 / 53"	"4 / 34"
"GO:0055114"	"oxidation-reduction process"	"BP"	"ADH5 | AHP1 | GDH2 | GND1 | IDH1 | IDH2 | IDP2 | ILV5 | XYL2"	"0.0002864234"	"0.003365475"	"9 / 407"	"9 / 34"
"GO:0030446"	"hyphal cell wall"	"CC"	"AHP1 | CDC19 | GPM1 | MET6 | XYL2"	"0.00002082861"	"0.0007342084"	"5 / 62"	"5 / 34"
"GO:0005737"	"cytoplasm"	"CC"	"ACH1 | CDC19 | CYP1 | ECM4 | GPM1 | HSP60 | HXK2 | PGI1 | SNZ1 | UGP1"	"0.00003614164"	"0.0008493286"	"10 / 393"	"10 / 34"
"GO:0005829"	"cytosol"	"CC"	"ACH1 | GND1 | HXK2 | YNK1"	"0.00004748238"	"0.0009564308"	"4 / 37"	"4 / 34"
"GO:0009986"	"cell surface"	"CC"	"CDC19 | GPM1 | HSP78 | MET6 | UGP1"	"0.0006783458"	"0.006702211"	"5 / 129"	"5 / 34"
"GO:0016616"	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	"MF"	"GND1 | IDH1 | IDH2 | IDP2 | ILV5"	"7.303894e-7"	"0.0001029849"	"5 / 32"	"5 / 34"
"GO:0003824"	"catalytic activity"	"MF"	"AAT21 | ACH1 | ADE6 | CAR2 | CDC19 | GAD1 | GPM1 | MLS1 | SNZ1 | TPS2"	"0.00000575225"	"0.0002703557"	"10 / 319"	"10 / 34"
"GO:0016491"	"oxidoreductase activity"	"MF"	"ADH5 | AHP1 | GDH2 | GND1 | IDH1 | IDH2 | IDP2 | ILV5 | XYL2"	"0.00003395754"	"0.0008493286"	"9 / 309"	"9 / 34"
"GO:0000287"	"magnesium ion binding"	"MF"	"CDC19 | IDH1 | IDH2 | IDP2"	"0.000103788"	"0.001829264"	"4 / 45"	"4 / 34"
"GO:0016740"	"transferase activity"	"MF"	"AAT21 | CDC19 | HXK2 | MET6 | MLS1 | UGP1 | YNK1"	"0.0006177274"	"0.006699967"	"7 / 271"	"7 / 34"
"GO:0051287"	"NAD binding"	"MF"	"IDH1 | IDH2 | IDP2"	"0.0007130011"	"0.006702211"	"3 / 32"	"3 / 34"
"GO:0016853"	"isomerase activity"	"MF"	"CYP1 | GPM1 | PGI1"	"0.0007813125"	"0.006885316"	"3 / 33"	"3 / 34"
