"GO ID"	"GO name"	"GO namespace"	"Gene ID(s)"	"Exact p-value"	"Adjusted p-value"	"# genes / category"	"# genes / input"
"GO:0045117"	"azole transport"	"BP"	"CDR1 | CDR2"	"0.000008833945"	"0.0001703689"	"2 / 2"	"2 / 18"
"GO:0071383"	"cellular response to steroid hormone stimulus"	"BP"	"CDR1 | CDR2"	"0.000008833945"	"0.0001703689"	"2 / 2"	"2 / 18"
"GO:0031505"	"fungal-type cell wall organization"	"BP"	"GSC1 | MNT1 | PHR1 | RAC1 | SUR7"	"0.00001342722"	"0.0002014084"	"5 / 108"	"5 / 18"
"GO:0015903"	"fluconazole transport"	"BP"	"CDR1 | CDR2"	"0.00005281168"	"0.000548429"	"2 / 4"	"2 / 18"
"GO:0046618"	"drug export"	"BP"	"CDR1 | CDR2"	"0.00008785994"	"0.0008472208"	"2 / 5"	"2 / 18"
"GO:0006075"	"(1->3)-beta-D-glucan biosynthetic process"	"BP"	"GSC1 | RHO1"	"0.0001315511"	"0.001168616"	"2 / 6"	"2 / 18"
"GO:0006810"	"transport"	"BP"	"CDR1 | CDR2 | GAP4 | HGT6 | CaO19.3767 | YKT6"	"0.0001385027"	"0.001168616"	"6 / 285"	"6 / 18"
"GO:0007264"	"small GTPase mediated signal transduction"	"BP"	"ARF3 | RAC1 | RHO1"	"0.0001748863"	"0.001388803"	"3 / 37"	"3 / 18"
"GO:0030010"	"establishment of cell polarity"	"BP"	"RAC1 | RHO1"	"0.0002446729"	"0.001738465"	"2 / 8"	"2 / 18"
"GO:0045332"	"phospholipid translocation"	"BP"	"CDR1 | CDR2"	"0.0003140095"	"0.002119564"	"2 / 9"	"2 / 18"
"GO:0030447"	"filamentous growth"	"BP"	"CDR2 | MNT1 | PHR1 | RAC1 | SUR7 | VAC8 | YKT6"	"0.000384495"	"0.0022997"	"7 / 492"	"7 / 18"
"GO:0000011"	"vacuole inheritance"	"BP"	"VAC8 | YKT6"	"0.0003918008"	"0.0022997"	"2 / 10"	"2 / 18"
"GO:0009405"	"pathogenesis"	"BP"	"GSC1 | MNT1 | NCE102 | PHR1 | RAC1 | SUR7"	"0.0004265186"	"0.002399167"	"6 / 350"	"6 / 18"
"GO:0006855"	"drug transmembrane transport"	"BP"	"CDR1 | CDR2"	"0.0004780002"	"0.002481924"	"2 / 11"	"2 / 18"
"GO:0030448"	"hyphal growth"	"BP"	"RAC1 | RHO1 | VAC8"	"0.001413193"	"0.005992185"	"3 / 75"	"3 / 18"
"GO:0006897"	"endocytosis"	"BP"	"SUR7 | VPH1"	"0.001464756"	"0.005992185"	"2 / 19"	"2 / 18"
"GO:0036180"	"filamentous growth of a population of unicellular organisms in response to biotic stimulus"	"BP"	"CDR2 | RAC1 | SUR7 | VAC8 | YKT6"	"0.001719783"	"0.006633449"	"5 / 303"	"5 / 18"
"GO:0000920"	"cell separation after cytokinesis"	"BP"	"RAC1 | RHO1"	"0.002151511"	"0.007701824"	"2 / 23"	"2 / 18"
"GO:0006200"	"obsolete ATP catabolic process"	"BP"	"CDR1 | CDR2 | PMA1"	"0.002167921"	"0.007701824"	"3 / 87"	"3 / 18"
"GO:0035690"	"cellular response to drug"	"BP"	"CDR1 | CDR2 | GSC1 | PHR1 | RHO1"	"0.002444314"	"0.008461087"	"5 / 328"	"5 / 18"
"GO:0032185"	"septin cytoskeleton organization"	"BP"	"SUR7"	"0.003058104"	"0.009382819"	"1 / 1"	"1 / 18"
"GO:0007266"	"Rho protein signal transduction"	"BP"	"RHO1"	"0.006107374"	"0.01717699"	"1 / 2"	"1 / 18"
"GO:0030866"	"cortical actin cytoskeleton organization"	"BP"	"SUR7"	"0.006107374"	"0.01717699"	"1 / 2"	"1 / 18"
"GO:0006057"	"mannoprotein biosynthetic process"	"BP"	"MNT1"	"0.009147834"	"0.02421486"	"1 / 3"	"1 / 18"
"GO:0034599"	"cellular response to oxidative stress"	"BP"	"CDR1 | CDR2"	"0.01070032"	"0.02777967"	"2 / 52"	"2 / 18"
"GO:0001558"	"regulation of cell growth"	"BP"	"RAC1"	"0.01520242"	"0.03310204"	"1 / 5"	"1 / 18"
"GO:0007114"	"cell budding"	"BP"	"RAC1"	"0.01520242"	"0.03310204"	"1 / 5"	"1 / 18"
"GO:0051834"	"evasion or tolerance of defenses of other organism involved in symbiotic interaction"	"BP"	"MNT1"	"0.01520242"	"0.03310204"	"1 / 5"	"1 / 18"
"GO:0006754"	"ATP biosynthetic process"	"BP"	"PMA1"	"0.01821659"	"0.0361653"	"1 / 6"	"1 / 18"
"GO:0007035"	"vacuolar acidification"	"BP"	"VPH1"	"0.01821659"	"0.0361653"	"1 / 6"	"1 / 18"
"GO:0007160"	"cell-matrix adhesion"	"BP"	"MNT1"	"0.01821659"	"0.0361653"	"1 / 6"	"1 / 18"
"GO:0042149"	"cellular response to glucose starvation"	"BP"	"SUR7"	"0.02421882"	"0.04670773"	"1 / 8"	"1 / 18"
"GO:0006493"	"protein O-linked glycosylation"	"BP"	"MNT1"	"0.02720692"	"0.04963425"	"1 / 9"	"1 / 18"
"GO:0043710"	"cell adhesion involved in multi-species biofilm formation"	"BP"	"MNT1"	"0.02720692"	"0.04963425"	"1 / 9"	"1 / 18"
"GO:0031589"	"cell-substrate adhesion"	"BP"	"PHR1"	"0.02720692"	"0.04963425"	"1 / 9"	"1 / 18"
"GO:0006487"	"protein N-linked glycosylation"	"BP"	"MNT1"	"0.02720692"	"0.04963425"	"1 / 9"	"1 / 18"
"GO:0005886"	"plasma membrane"	"CC"	"CDR1 | CDR2 | GAP4 | GSC1 | HGT6 | MNT1 | NCE102 | PHR1 | PMA1 | RAC1 | RHO1 | SUR7 | VPH1"	"2.252536e-13"	"3.040924e-11"	"13 / 324"	"13 / 18"
"GO:0016020"	"membrane"	"CC"	"CDR1 | CDR2 | GAP4 | GSC1 | HGT6 | MNT1 | NCE102 | CaO19.3767 | PHR1 | PMA1 | RAC1 | RHO1 | SUR7 | VAC8 | YKT6"	"1.314406e-11"	"8.872244e-10"	"15 / 732"	"15 / 18"
"GO:0045121"	"membrane raft"	"CC"	"CDR1 | CDR2 | PHR1 | PMA1 | SUR7"	"3.639934e-11"	"1.63797e-9"	"5 / 10"	"5 / 18"
"GO:0016021"	"integral component of membrane"	"CC"	"CDR1 | CDR2 | GAP4 | HGT6 | MNT1 | CaO19.3767 | PMA1 | SUR7 | YKT6"	"0.00001094643"	"0.000184721"	"9 / 547"	"9 / 18"
"GO:0032126"	"eisosome"	"CC"	"NCE102 | SUR7"	"0.00005281168"	"0.000548429"	"2 / 4"	"2 / 18"
"GO:0009986"	"cell surface"	"CC"	"CDR1 | CDR2 | PHR1 | PMA1"	"0.0005308904"	"0.002654452"	"4 / 129"	"4 / 18"
"GO:0005934"	"cellular bud tip"	"CC"	"RAC1 | RHO1"	"0.0005725614"	"0.002665372"	"2 / 12"	"2 / 18"
"GO:0005794"	"Golgi apparatus"	"CC"	"MNT1 | CaO19.3767 | VPH1"	"0.0006016299"	"0.002707335"	"3 / 56"	"3 / 18"
"GO:0030428"	"cell septum"	"CC"	"PHR1 | RAC1"	"0.001624562"	"0.006450465"	"2 / 20"	"2 / 18"
"GO:0000220"	"vacuolar proton-transporting V-type ATPase, V0 domain"	"CC"	"VPH1"	"0.003058104"	"0.009382819"	"1 / 1"	"1 / 18"
"GO:0005621"	"cellular bud scar"	"CC"	"PHR1"	"0.003058104"	"0.009382819"	"1 / 1"	"1 / 18"
"GO:0001411"	"hyphal tip"	"CC"	"RAC1 | RHO1"	"0.004676714"	"0.01403014"	"2 / 34"	"2 / 18"
"GO:0033101"	"cellular bud membrane"	"CC"	"PHR1"	"0.006107374"	"0.01717699"	"1 / 2"	"1 / 18"
"GO:0005622"	"intracellular"	"CC"	"ARF3 | RAC1 | RHO1"	"0.007030356"	"0.01936935"	"3 / 132"	"3 / 18"
"GO:0031562"	"hyphal tip polarisome"	"CC"	"RAC1"	"0.01217951"	"0.02989516"	"1 / 4"	"1 / 18"
"GO:0000148"	"1,3-beta-D-glucan synthase complex"	"CC"	"GSC1"	"0.01217951"	"0.02989516"	"1 / 4"	"1 / 18"
"GO:0033179"	"proton-transporting V-type ATPase, V0 domain"	"CC"	"VPH1"	"0.01520242"	"0.03310204"	"1 / 5"	"1 / 18"
"GO:0000329"	"fungal-type vacuole membrane"	"CC"	"VPH1"	"0.01520242"	"0.03310204"	"1 / 5"	"1 / 18"
"GO:0005887"	"integral component of plasma membrane"	"CC"	"SUR7"	"0.01520242"	"0.03310204"	"1 / 5"	"1 / 18"
"GO:0031521"	"spitzenkorper"	"CC"	"RAC1"	"0.01821659"	"0.0361653"	"1 / 6"	"1 / 18"
"GO:0000324"	"fungal-type vacuole"	"CC"	"VAC8"	"0.02421882"	"0.04670773"	"1 / 8"	"1 / 18"
"GO:0017111"	"nucleoside-triphosphatase activity"	"MF"	"CDR1 | CDR2"	"0.000008833945"	"0.0001703689"	"2 / 2"	"2 / 18"
"GO:0045118"	"azole transporter activity"	"MF"	"CDR1 | CDR2"	"0.000008833945"	"0.0001703689"	"2 / 2"	"2 / 18"
