"GO ID"	"GO name"	"GO namespace"	"Gene ID(s)"	"Exact p-value"	"Adjusted p-value"	"# genes / category"	"# genes / input"
"GO:0006412"	"translation"	"BP"	"CAM1-1 | orf19.3341 | CEF3 | RPL10 | RPL15A | RPL16A | RPL21A | RPL3 | CaO19.3002 | TEF1 | TEF2"	"4.826834e-9"	"9.074448e-7"	"11 / 128"	"11 / 57"
"GO:0006414"	"translational elongation"	"BP"	"CAM1-1 | CEF3 | TEF1 | TEF2 | TUF1"	"1.322976e-7"	"0.000008290648"	"5 / 16"	"5 / 57"
"GO:0006184"	"obsolete GTP catabolic process"	"BP"	"CEF3 | TEF1 | TEF2 | TUF1 | VPS1"	"0.00002462881"	"0.0005144686"	"5 / 43"	"5 / 57"
"GO:0015991"	"ATP hydrolysis coupled proton transport"	"BP"	"TFP1 | VMA2 | VMA5"	"0.0001462676"	"0.001964165"	"3 / 13"	"3 / 57"
"GO:0006072"	"glycerol-3-phosphate metabolic process"	"BP"	"GPD1 | GUT2"	"0.0004030745"	"0.00420989"	"2 / 4"	"2 / 57"
"GO:0006541"	"glutamine metabolic process"	"BP"	"GUA1 | URA7"	"0.0004030745"	"0.00420989"	"2 / 4"	"2 / 57"
"GO:0046034"	"ATP metabolic process"	"BP"	"TFP1 | VMA2"	"0.0006682174"	"0.005982136"	"2 / 5"	"2 / 57"
"GO:0033180"	"proton-transporting V-type ATPase, V1 domain"	"CC"	"TFP1 | VMA2 | VMA5"	"0.000002156758"	"0.0000810941"	"3 / 4"	"3 / 57"
"GO:0005737"	"cytoplasm"	"CC"	"orf19.3341 | CEF3 | CYS4 | GPD1 | GUA1 | HSP90 | MSI3 | NMT1 | CaO19.3002 | SAH1 | TEF1 | TEF2 | TPI1"	"0.0000123639"	"0.0003320591"	"13 / 393"	"13 / 57"
"GO:0005840"	"ribosome"	"CC"	"RPL10 | RPL15A | RPL16A | RPL21A | RPL3 | CaO19.3002"	"0.00006040664"	"0.0009463707"	"6 / 84"	"6 / 57"
"GO:0009986"	"cell surface"	"CC"	"CEF3 | HSP90 | RPL10 | RPL3 | TEF1 | TEF2 | TPI1"	"0.00008238729"	"0.001191447"	"7 / 129"	"7 / 57"
"GO:0009331"	"glycerol-3-phosphate dehydrogenase complex"	"CC"	"GPD1 | GUT2"	"0.0002026156"	"0.002539449"	"2 / 3"	"2 / 57"
"GO:0033178"	"proton-transporting two-sector ATPase complex, catalytic domain"	"CC"	"TFP1 | VMA2"	"0.0006682174"	"0.005982136"	"2 / 5"	"2 / 57"
"GO:0005622"	"intracellular"	"CC"	"RPL10 | RPL15A | RPL21A | RPL3 | CaO19.3002 | TUF1"	"0.0007193664"	"0.006147313"	"6 / 132"	"6 / 57"
"GO:0005886"	"plasma membrane"	"CC"	"orf19.3335 | orf19.1564 | CEF3 | ERV25 | GUT2 | HSP90 | VMA2 | VMA5 | YPT1"	"0.001206315"	"0.009860313"	"9 / 324"	"9 / 57"
"GO:0003746"	"translation elongation factor activity"	"MF"	"CAM1-1 | CEF3 | TEF1 | TEF2 | TUF1"	"2.459552e-8"	"0.000002311979"	"5 / 12"	"5 / 57"
"GO:0000166"	"nucleotide binding"	"MF"	"ACC1 | ASN1 | orf19.3341 | orf19.4931 | CDC12 | CEF3 | GUA1 | HSP90 | MSI3 | TEF1 | TEF2 | TFP1 | TUF1 | URA7 | VPS1 | YPT1"	"0.0000010526"	"0.00004947218"	"16 / 490"	"16 / 57"
"GO:0016874"	"ligase activity"	"MF"	"ACC1 | ASN1 | orf19.3341 | GUA1 | UBC4 | URA7"	"0.000004635516"	"0.0001452462"	"6 / 54"	"6 / 57"
"GO:0003924"	"GTPase activity"	"MF"	"CEF3 | TEF1 | TEF2 | TUF1 | VPS1"	"0.00002190135"	"0.0005144686"	"5 / 42"	"5 / 57"
"GO:0003735"	"structural constituent of ribosome"	"MF"	"RPL10 | RPL15A | RPL16A | RPL21A | RPL3 | CaO19.3002"	"0.00004914851"	"0.000923992"	"6 / 81"	"6 / 57"
"GO:0005525"	"GTP binding"	"MF"	"CDC12 | TEF1 | TEF2 | TUF1 | VPS1 | YPT1"	"0.00005644593"	"0.0009463707"	"6 / 83"	"6 / 57"
"GO:0005524"	"ATP binding"	"MF"	"ACC1 | ASN1 | orf19.3341 | orf19.4931 | CEF3 | GUA1 | HSP90 | MSI3 | TFP1 | URA2 | URA7 | VMA2"	"0.0003708806"	"0.00420989"	"12 / 473"	"12 / 57"
"GO:0016820"	"hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances"	"MF"	"TFP1 | VMA2"	"0.0006682174"	"0.005982136"	"2 / 5"	"2 / 57"
