"GO ID"	"GO name"	"GO namespace"	"Gene ID(s)"	"Exact p-value"	"Adjusted p-value"	"# genes / category"	"# genes / input"
"GO:0006412"	"translation"	"BP"	"CaO19.5746 | ANB1 | CAM1-1 (CAM1, CAM1-1) | CEF3 | DED81 | DPS1-1 | EFT2 | GLN4 | PRT1 | RPL10 | RPL10A | RPL11 | RPL12 | RPL13 | RPL15A | RPL16A | RPL17B | RPL18 | RPL19A | RPL20B | RPL21A | RPL23A | RPL3 | RPL4B | RPL5 | RPL9B | YST1 | CaO19.3002 | RPS20 | RPS21 | RPS22A | RPS23A | RPS24 | RPS26A | RPS3 | RPS42 | RPS4A | RPS5 | RPS6A | RPS7A | RPS8A | SES1 | HSP70 | SSB1 | TEF1 | TEF2"	"2.459e-32"	"4.7049e-30"	"46 / 128"	"47 / 285"
"GO:0006096"	"glycolytic process"	"BP"	"ADH1 | CDC19 | ENO1 | FBA1 | GLK1 | GLK4 | GPM1 | HXK2 | PDA1 | PFK1 | PFK2 | PGI1 | PGK1 | TDH3 | TPI1"	"1.4553e-17"	"9.2814e-16"	"15 / 20"	"15 / 285"
"GO:0044416"	"induction by symbiont of host defense response"	"BP"	"ACO1 | ADH1 | CDC19 | ENO1 | FBA1 | IMH3 | MET6 | PGK1 | HSP70 | SSB1 | TDH3 | TPI1"	"3.2647e-11"	"1.2493e-9"	"12 / 24"	"12 / 285"
"GO:0051701"	"interaction with host"	"BP"	"ADH1 | FBA1 | GPM1 | PGK1 | PRX1 | HSP70 | SSA2 | TDH3 | TEF1 | TEF2 | CaO19.7417"	"5.7428e-11"	"2.0602e-9"	"11 / 20"	"11 / 285"
"GO:0006418"	"tRNA aminoacylation for protein translation"	"BP"	"orf19.4931 | orf19.6701 | DED81 | DPS1-1 | FRS2 | GLN4 | GRS1 | ILS1 | KRS1 | MES1 | SES1 | THS1 | VAS1"	"7.8352e-11"	"2.6455e-9"	"13 / 31"	"13 / 285"
"GO:0006457"	"protein folding"	"BP"	"CCT3 | orf19.2720 | CCT5 | CCT6 | CCT7 | CCT8 | CYP1 | CYP5 | HSP60 | HSP90 | PDI1 | SIS1 | SSA2 | SSC1 | TCP1"	"1.8312e-10"	"5.8395e-9"	"15 / 46"	"15 / 285"
"GO:0044267"	"cellular protein metabolic process"	"BP"	"CCT3 | orf19.2720 | CCT5 | CCT6 | CCT7 | CCT8 | HSP60 | TCP1"	"3.1592e-10"	"9.5441e-9"	"8 / 10"	"8 / 285"
"GO:0055114"	"oxidation-reduction process"	"BP"	"ACS2 | ADH1 | ADH5 | AHP1 | ALD5 | ARO1 | orf19.2244 | CCP1 | orf19.2175 | FAS1 | GDH2 | GDH3 | GND1 | GUT2 | HOM6 | IDH1 | IDH2 | IDP2 | IFR2 | ILV5 | IMH3 | KGD1 | LYS1 | LYS9 | MCR1 | CaO19.7481 | MIS11 | MRF1 | MXR1 | NCP1 | PDA1 | PDB1 | PRO3 | PRX1 | QCR2 | RNR21 | SDH12 | SER33 | TDH3 | TRX1 | CaO19.7417 | XYL2 | YHB1 | YIM1"	"1.6766e-9"	"4.8118e-8"	"44 / 407"	"44 / 285"
"GO:0006414"	"translational elongation"	"BP"	"ANB1 | CAM1-1 (CAM1, CAM1-1) | CEF3 | EFT2 | RPP0 | TEF1 | TEF2 | TUF1"	"7.2743e-8"	"0.0000018154"	"8 / 16"	"9 / 285"
"GO:0046034"	"ATP metabolic process"	"BP"	"ADK1 | ATP1 | ATP2 | TFP1 | VMA2"	"1.1526e-7"	"0.0000024504"	"5 / 5"	"5 / 285"
