"GO ID"	"GO name"	"GO namespace"	"Gene ID(s)"	"Exact p-value"	"Adjusted p-value"	"# genes / category"	"# genes / input"
"GO:0006886"	"intracellular protein transport"	"BP"	"orf19.1564 | orf19.1672 | SEC21 | SEC26"	"0.000052274"	"0.0009148"	"4 / 67"	"4 / 26"
"GO:0015031"	"protein transport"	"BP"	"orf19.1672 | SEC21 | SEC26 | YPT1"	"0.00039958"	"0.0052444"	"4 / 113"	"4 / 26"
"GO:0016192"	"vesicle-mediated transport"	"BP"	"orf19.1672 | SEC21 | SEC26"	"0.00070963"	"0.0074511"	"3 / 56"	"3 / 26"
"GO:0006810"	"transport"	"BP"	"orf19.1672 | DHH1 | OBPA | SEC21 | SEC26"	"0.0017047"	"0.014916"	"5 / 285"	"5 / 26"
"GO:0006042"	"glucosamine biosynthetic process"	"BP"	"GFA1"	"0.003228"	"0.016947"	"1 / 1"	"1 / 26"
"GO:0016051"	"carbohydrate biosynthetic process"	"BP"	"GFA1"	"0.003228"	"0.016947"	"1 / 1"	"1 / 26"
"GO:0001302"	"replicative cell aging"	"BP"	"DHH1"	"0.0064461"	"0.027074"	"1 / 2"	"1 / 26"
"GO:0070409"	"carbamoyl phosphate biosynthetic process"	"BP"	"URA2"	"0.0064461"	"0.027074"	"1 / 2"	"1 / 26"
"GO:0046168"	"glycerol-3-phosphate catabolic process"	"BP"	"GPD1"	"0.0064461"	"0.027074"	"1 / 2"	"1 / 26"
"GO:0006543"	"glutamine catabolic process"	"BP"	"URA2"	"0.0096544"	"0.034956"	"1 / 3"	"1 / 26"
"GO:0006207"	"'de novo' pyrimidine nucleobase biosynthetic process"	"BP"	"URA2"	"0.012853"	"0.037488"	"1 / 4"	"1 / 26"
"GO:0006541"	"glutamine metabolic process"	"BP"	"GFA1"	"0.012853"	"0.037488"	"1 / 4"	"1 / 26"
"GO:0006048"	"UDP-N-acetylglucosamine biosynthetic process"	"BP"	"GFA1"	"0.012853"	"0.037488"	"1 / 4"	"1 / 26"
"GO:0006031"	"chitin biosynthetic process"	"BP"	"GFA1"	"0.012853"	"0.037488"	"1 / 4"	"1 / 26"
