"GO ID"	"GO name"	"GO namespace"	"Gene ID(s)"	"Exact p-value"	"Adjusted p-value"	"# genes / category"	"# genes / input"
"GO:0006412"	"translation"	"BP"	"CaO19.5746 | ANB1 | CAM1-1 (CAM1, CAM1-1) | orf19.3341 | CEF3 | DED81 | DPS1-1 | EFT2 | GLN4 | PRT1 | RPL10 | RPL10A | RPL11 | RPL12 | RPL13 | RPL15A | RPL16A | RPL17B | RPL18 | RPL19A | RPL20B | RPL21A | RPL23A | RPL3 | RPL4B | RPL5 | RPL9B | YST1 | RPS1 (RPS1, RPS10) | RPS12 | RPS15 | RPS18 | RPS20 | RPS21 | RPS23A | RPS24 | RPS26A | RPS3 | RPS5 | RPS6A | RPS7A | RPS8A | SES1 | HSP70 | SSB1"	"2.0427e-30"	"6.0437e-28"	"45 / 128"	"47 / 295"
"GO:0006096"	"glycolytic process"	"BP"	"ADH1 | CDC19 | ENO1 | FBA1 | GPM1 | HXK2 | PDA1 | PFK1 | PFK2 | PGI1 | PGK1 | TDH3 | TPI1"	"7.1109e-14"	"4.2594e-12"	"13 / 20"	"13 / 295"
"GO:0006418"	"tRNA aminoacylation for protein translation"	"BP"	"orf19.3341 | orf19.4931 | orf19.6701 | DED81 | DPS1-1 | FRS2 | GLN4 | GRS1 | ILS1 | KRS1 | MES1 | SES1 | THS1 | VAS1"	"6.73e-12"	"3.101e-10"	"14 / 31"	"14 / 295"
"GO:0044416"	"induction by symbiont of host defense response"	"BP"	"ACO1 | ADH1 | CDC19 | ENO1 | FBA1 | IMH3 | MET6 | PGK1 | HSP70 | SSB1 | TDH3 | TPI1"	"5.0129e-11"	"2.0018e-9"	"12 / 24"	"12 / 295"
"GO:0006457"	"protein folding"	"BP"	"CCT3 | orf19.2720 | CCT5 | CCT6 | CCT7 | CCT8 | CYP1 | CYP5 | HSP60 | HSP90 | PDI1 | SIS1 | SSA2 | SSC1 | TCP1"	"3.0661e-10"	"1.0803e-8"	"15 / 46"	"15 / 295"
"GO:0044267"	"cellular protein metabolic process"	"BP"	"CCT3 | orf19.2720 | CCT5 | CCT6 | CCT7 | CCT8 | HSP60 | TCP1"	"4.2319e-10"	"1.4083e-8"	"8 / 10"	"8 / 295"
"GO:0055114"	"oxidation-reduction process"	"BP"	"ACS2 | ADH1 | ADH5 | AHP1 | ALD5 | ARD | ARO1 | orf19.2244 | CCP1 | orf19.2175 | FAS1 | GDH2 | GND1 | GPD1 | GUT2 | HOM6 | IDH1 | IDH2 | IDP2 | IFR2 | ILV5 | IMH3 | KGD1 | LYS1 | LYS9 | MCR1 | CaO19.7481 | MDH1-1 | MIS11 | MRF1 | MXR1 | NCP1 | PDA1 | PDB1 | PRO3 | PRX1 | PST3 | RNR21 | SER33 | TDH3 | TRX1 | XYL2 | YHB1 | YIM1"	"5.452e-9"	"1.6329e-7"	"44 / 407"	"44 / 295"
"GO:0046034"	"ATP metabolic process"	"BP"	"ADK1 | ATP1 | ATP2 | TFP1 | VMA2"	"1.3845e-7"	"0.0000033173"	"5 / 5"	"5 / 295"
"GO:0006099"	"tricarboxylic acid cycle"	"BP"	"ACO1 | CIT1 | IDH2 | IDP2 | KGD1 | CaO19.7481 | MDH1-1 | MLS1"	"3.0479e-7"	"0.0000070218"	"8 / 18"	"8 / 295"
"GO:0051701"	"interaction with host"	"BP"	"ADH1 | FBA1 | GPM1 | PGK1 | PRX1 | HSP70 | SSA2 | TDH3"	"8.1409e-7"	"0.000018061"	"8 / 20"	"8 / 295"
