"GO ID"	"GO name"	"GO namespace"	"Gene ID(s)"	"Exact p-value"	"Adjusted p-value"	"# genes / category"	"# genes / input"
"GO:0015986"	"ATP synthesis coupled proton transport"	"BP"	"ATP3 | ATP4 | ATP7"	"0.0000014102"	"0.000035254"	"3 / 12"	"3 / 17"
"GO:0030497"	"fatty acid elongation"	"BP"	"CaO19.3859"	"0.0020387"	"0.012742"	"1 / 1"	"1 / 17"
"GO:0055114"	"oxidation-reduction process"	"BP"	"CaO19.3859 | GDH3 | QCR2 | SDH12"	"0.0071371"	"0.035685"	"4 / 407"	"4 / 17"
"GO:0022900"	"electron transport chain"	"BP"	"SDH12"	"0.012175"	"0.043484"	"1 / 6"	"1 / 17"
"GO:0006754"	"ATP biosynthetic process"	"BP"	"ATP3"	"0.012175"	"0.043484"	"1 / 6"	"1 / 17"
"GO:0005886"	"plasma membrane"	"CC"	"ATP3 | ATP4 | ATP7 | CaO19.1564 | QCR2 | SEC61 | YPT1"	"8.9578e-7"	"0.000035254"	"7 / 324"	"7 / 17"
"GO:0000276"	"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"	"CC"	"ATP4 | ATP7"	"0.000056902"	"0.00094837"	"2 / 6"	"2 / 17"
"GO:0005783"	"endoplasmic reticulum"	"CC"	"CaO19.3859 | CaO19.1564 | SEC61"	"0.00075772"	"0.0063143"	"3 / 93"	"3 / 17"
"GO:0045261"	"proton-transporting ATP synthase complex, catalytic core F(1)"	"CC"	"ATP3"	"0.010156"	"0.043484"	"1 / 5"	"1 / 17"
"GO:0046933"	"proton-transporting ATP synthase activity, rotational mechanism"	"MF"	"ATP3 | ATP4"	"0.00016993"	"0.0021242"	"2 / 10"	"2 / 17"
"GO:0015078"	"hydrogen ion transmembrane transporter activity"	"MF"	"ATP4 | ATP7"	"0.00024867"	"0.0024867"	"2 / 12"	"2 / 17"
"GO:0045703"	"ketoreductase activity"	"MF"	"CaO19.3859"	"0.0020387"	"0.012742"	"1 / 1"	"1 / 17"
"GO:0016639"	"oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor"	"MF"	"GDH3"	"0.0040737"	"0.022631"	"1 / 2"	"1 / 17"
"GO:0005525"	"GTP binding"	"MF"	"VPS1 | YPT1"	"0.011831"	"0.043484"	"2 / 83"	"2 / 17"
"GO:0046961"	"proton-transporting ATPase activity, rotational mechanism"	"MF"	"ATP3"	"0.014191"	"0.047305"	"1 / 7"	"1 / 17"
