"GO ID"	"GO name"	"GO namespace"	"Gene ID(s)"	"Exact p-value"	"Adjusted p-value"	"# genes / category"	"# genes / input"
"GO:0031505"	"fungal-type cell wall organization"	"BP"	"CDC42 | CRH11 | MSB2 | PGA4"	"0.000047387"	"0.00087665"	"4 / 108"	"4 / 12"
"GO:0071555"	"cell wall organization"	"BP"	"CRH11 | MP65 | PGA4"	"0.00007109"	"0.0010521"	"3 / 42"	"3 / 12"
"GO:0030010"	"establishment of cell polarity"	"BP"	"CDC42 | RHO3"	"0.00010598"	"0.0011664"	"2 / 8"	"2 / 12"
"GO:0005975"	"carbohydrate metabolic process"	"BP"	"CRH11 | MP65 | PGA4"	"0.00054273"	"0.0044624"	"3 / 83"	"3 / 12"
"GO:0007264"	"small GTPase mediated signal transduction"	"BP"	"CDC42 | RHO3"	"0.0024392"	"0.012893"	"2 / 37"	"2 / 12"
"GO:0043410"	"positive regulation of MAPK cascade"	"BP"	"MSB2"	"0.0040737"	"0.015363"	"1 / 2"	"1 / 12"
"GO:0045916"	"negative regulation of complement activation"	"BP"	"HGT1"	"0.0040737"	"0.015363"	"1 / 2"	"1 / 12"
"GO:0015758"	"glucose transport"	"BP"	"HGT1"	"0.0040737"	"0.015363"	"1 / 2"	"1 / 12"
"GO:0009405"	"pathogenesis"	"BP"	"CDC42 | CRH11 | MP65 | PGA4"	"0.0041522"	"0.015363"	"4 / 350"	"4 / 12"
"GO:0030448"	"hyphal growth"	"BP"	"CDC42 | RHO3"	"0.0097353"	"0.030061"	"2 / 75"	"2 / 12"
"GO:0001558"	"regulation of cell growth"	"BP"	"CDC42"	"0.010156"	"0.030061"	"1 / 5"	"1 / 12"
"GO:0007114"	"cell budding"	"BP"	"CDC42"	"0.010156"	"0.030061"	"1 / 5"	"1 / 12"
"GO:0009395"	"phospholipid catabolic process"	"BP"	"PLB4.5"	"0.014191"	"0.035005"	"1 / 7"	"1 / 12"
"GO:0008152"	"metabolic process"	"BP"	"CRH11 | ENA21 | MP65 | PLB4.5"	"0.015807"	"0.037732"	"4 / 511"	"4 / 12"
"GO:0046658"	"anchored component of plasma membrane"	"CC"	"CRH11 | PGA4 | PGA52"	"0.0000072403"	"0.00045668"	"3 / 20"	"3 / 12"
"GO:0016020"	"membrane"	"CC"	"CDC42 | CRH11 | ENA21 | HGT1 | PGA4 | PGA52 | PHM7 | RHO3"	"0.00001724"	"0.00045668"	"8 / 732"	"8 / 12"
"GO:0005886"	"plasma membrane"	"CC"	"CDC42 | HGT1 | PGA4 | PGA52 | PHM7 | RHO3"	"0.000018514"	"0.00045668"	"6 / 324"	"6 / 12"
"GO:0005576"	"extracellular region"	"CC"	"CRH11 | MP65 | MSB2 | PGA4"	"0.00011034"	"0.0011664"	"4 / 134"	"4 / 12"
"GO:0005618"	"cell wall"	"CC"	"CRH11 | MP65 | PGA4"	"0.00040256"	"0.0037236"	"3 / 75"	"3 / 12"
"GO:0031225"	"anchored component of membrane"	"CC"	"CRH11 | PGA4 | PGA52"	"0.00078179"	"0.0057853"	"3 / 94"	"3 / 12"
"GO:0009986"	"cell surface"	"CC"	"CRH11 | MSB2 | PGA4"	"0.0019577"	"0.011144"	"3 / 129"	"3 / 12"
"GO:0030445"	"yeast-form cell wall"	"CC"	"CRH11 | PGA4"	"0.0034374"	"0.015363"	"2 / 44"	"2 / 12"
"GO:0030446"	"hyphal cell wall"	"CC"	"CRH11 | PGA4"	"0.0067324"	"0.023724"	"2 / 62"	"2 / 12"
"GO:0031562"	"hyphal tip polarisome"	"CC"	"CDC42"	"0.0081321"	"0.027353"	"1 / 4"	"1 / 12"
"GO:0031521"	"spitzenkorper"	"CC"	"CDC42"	"0.012175"	"0.032178"	"1 / 6"	"1 / 12"
"GO:0009277"	"fungal-type cell wall"	"CC"	"CRH11 | PGA4"	"0.012664"	"0.032315"	"2 / 86"	"2 / 12"
"GO:0004553"	"hydrolase activity, hydrolyzing O-glycosyl compounds"	"MF"	"CRH11 | MP65"	"0.0015005"	"0.0099029"	"2 / 29"	"2 / 12"
"GO:0016798"	"hydrolase activity, acting on glycosyl bonds"	"MF"	"CRH11 | MP65"	"0.0016059"	"0.0099029"	"2 / 30"	"2 / 12"
"GO:0005355"	"glucose transmembrane transporter activity"	"MF"	"HGT1"	"0.0040737"	"0.015363"	"1 / 2"	"1 / 12"
"GO:0005525"	"GTP binding"	"MF"	"CDC42 | RHO3"	"0.011831"	"0.032178"	"2 / 83"	"2 / 12"
"GO:0042124"	"1,3-beta-glucanosyltransferase activity"	"MF"	"PGA4"	"0.012175"	"0.032178"	"1 / 6"	"1 / 12"
"GO:0004620"	"phospholipase activity"	"MF"	"PLB4.5"	"0.018212"	"0.042115"	"1 / 9"	"1 / 12"
